mayorid,regionid.ch,city_id,city_id_year,year.x,cancel.year,prior.treat.cities.region,treatment.group,ur.totals,vote.totals,ur.voteshare,turnout,intercept.ns,nonstandard.coef,intercept.turnout,PositionCity,city_id.y,year.y,regionid,naive_counter,dumamargin,cancel,margin,margin.most.recent,naive_counter2,naive_counter3,dem,growth_1,pressfreedom,regelect_margin,regmarginXmargin,regmarginXmarginextended,URshare,UR_majority,gov_good,twoyrdum1,twoyrdum2,twoyrdum3,twoyrdum4,twoyrdum5,twoyrdum6,twoyrdum7,poppopprop,criminalpast,civsoc91,kprf99,education,pctRussian2002_new,lnAvgSalary,marginXdem,govgoodXmargin,opp_mayor1,introduce,mayorbefore,cancel_withouttwo,resource_grp,unempchg_1,unemployrate,diff_unemp,AvgSalary_demeaned_chg,marginXoppmayor,marginXmayorbefore,marginXduma,treat.group.07,treat.group.08,treat.group.11,treat.group.12,posttreat.07,posttreat.08,posttreat.11,posttreat.12,presidential,urgov,comp.scale2,comp.scale03_18,xconst.lag,pensioners.per.1000,ethnic.categorical,putin.app.3mo,govemploy.by.pop,mayor.cancel.year,elections.kept,elections.canceled,treat.appoint.newmayor,treat.appoint.oldmayor,mayor.start.year,mayor.tenure
92,11,30,30_2008,2008,NA,0,0,285835,483846,0.59075615,0.768683998,0.3238,0.7109,-0.1041,Voronezh,30,2008,4,4,0.225771695,0,0.006900006,0.006900006,16,64,29,112.9000015,somewhat not free,-0.040314659,-0.000278171,-1.92E-06,NA,0,0.115,0,0,0,0,1,0,0,0.406142175,0,3,30,24.60000038,0.94144994,10.27511978,0.200100154,0.000793501,1,NA,0,0,0.7,-0.300000191,1.568938017,0.206737161,2321.614258,0.006900006,0,0.001557826,0,0,0,0,1,1,0,0,1,0,1.171690991,0.204563368,4,320.6,Non-ethnic,0.86,9.467803838,0,1,0,0,0,2007,1
90,11,30,30_2011,2011,NA,0,0,128868,420655,0.30635081,0.610948053,0.14,0.5828,-0.154,Voronezh,30,2011,4,3,-0.024912054,0,0.156599998,0.156599998,9,27,29,NA,somewhat not free,0.229399994,0.03592404,0.005625705,0.916666687,1,0.4725,0,0,0,0,0,0,1,0.437486231,0,3,30,22,0.94144994,9.934937477,4.541399956,0.073993497,0,NA,1,0,0.4,-1.100000381,1.552886844,-0.033211708,-156.03125,0,0.156599998,-0.003901228,0,0,0,0,1,1,1,0,0,1,-0.736579428,-0.024609322,4,312.9,Non-ethnic,0.67,9.38593482,0,1,0,0,0,2011,0
90,11,30,30_2012,2012,NA,0,0,267855,513001,0.522133485,0.810008422,0.2911,0.6372,-0.1761,Voronezh,30,2012,4,4,-0.024912054,0,0.156599998,0.156599998,16,64,29,NA,somewhat not free,0.229399994,0.03592404,0.005625705,0.916666687,1,NA,0,0,0,0,0,0,1,0.437486231,0,3,30,22,0.94144994,10.08409977,4.541399956,NA,0,NA,1,0,NA,NA,0.991949737,-0.560937107,-394.7851563,0,0.156599998,-0.003901228,0,0,0,0,1,1,1,1,1,1,-0.736579428,-0.024609322,4,312.9,Non-ethnic,0.64,9.38593482,0,1,0,0,0,2011,1
50,14,18,18_2003,2003,NA,0,0,14484,36753,0.394090278,0.646441642,0.2615,0.1715,-0.1384,Birobidzhan,18,2003,88,4,0.201761499,0,0.459999979,0.459999979,16,64,21,109.3000031,not free,NA,NA,NA,NA,NA,0.51,0,0,1,0,0,0,0,0.404896617,0,2,34,19.10000038,0.899337411,8.774621964,9.659999847,0.234599993,NA,NA,0,0,0.471428573,-0.299999237,0.994055748,0.054221272,-202.3417969,NA,0,0.092810288,0,0,0,0,0,0,0,0,0,0,0.267407906,0.058147483,5,231.8,Non-ethnic,0.76,17.18421053,0,1,0,0,0,2003,0
50,14,18,18_2004,2004,NA,0,0,26817,40438,0.663163361,0.840182538,0.398,1.2874,-0.1064,Birobidzhan,18,2004,88,5,0.201761499,0,0.459999979,0.459999979,25,125,21,107.5,not free,NA,NA,NA,0.285714298,0,0.53,0,0,1,0,0,0,0,0.404740632,0,2,34,14.69999981,0.899337411,8.978534698,9.659999847,0.243799984,NA,NA,0,0,0.471428573,-2.600000381,1.074393272,0.080337524,330.0537109,NA,0,0.092810288,0,0,0,0,0,0,0,0,1,0,0.267407906,0.058147483,5,231.8,Non-ethnic,0.82,17.18421053,0,1,0,0,0,2003,1
50,14,18,18_2007,2007,NA,0,0,25660,41038,0.625274136,1.013216761,0.3829,1.0034,-0.2305,Birobidzhan,18,2007,88,8,0.435991645,0,0.593200028,0.593200028,64,512,21,105.3000031,not free,0.175433874,0.104067378,0.061732772,0.285714298,0,0.44,0,0,0,0,1,0,0,0.404650033,0,2,34,17.39999962,0.899337411,9.77292347,12.457201,0.261008024,1,NA,0,0,0.8,1.900000095,0.9287799,-0.221860468,1633.426758,0.593200028,0,0.258630246,0,0,0,0,1,0,0,0,0,1,-0.349624593,0.021861807,4,237.2,Non-ethnic,0.82,22.56424581,0,1,0,0,0,2003,4
50,14,18,18_2008,2008,NA,0,0,27238,42480,0.641195857,0.952781245,0.4227,0.5312,-0.1944,Birobidzhan,18,2008,88,9,0.435991645,0,0.593200028,0.593200028,81,729,21,119.4000015,not free,0.175433874,0.104067378,0.061732772,0.285714298,0,0.395,0,0,0,0,1,0,0,0.407038182,0,2,34,20.89999962,0.899337411,10.02007008,12.457201,0.23431401,1,NA,0,0,0.6,-0.100000381,1.10941875,0.18063885,1159.614258,0.593200028,0,0.258630246,0,0,0,0,1,1,0,0,1,1,-0.349624593,0.021861807,4,237.2,Non-ethnic,0.86,22.56424581,0,1,0,0,0,2003,5
49,14,18,18_2011,2011,NA,0,0,14329,34081,0.420439541,0.706394465,0.2369,0.2881,-0.1233,Birobidzhan,18,2011,88,1,0.152238041,0,0.283100009,0.283100009,1,1,21,NA,not free,0.17407763,0.049281377,0.013951558,0.949999988,1,0.304,0,0,0,0,0,0,1,0.411407739,0,2,34,17.70000076,0.899337411,10.17404842,5.945100307,0.086062402,0,NA,0,0,0.4,0.899999619,0.784859776,-0.147635221,221.96875,0,0,0.043098591,0,0,0,0,1,1,1,0,0,0,-0.349624593,0.021861807,4,267.9,Non-ethnic,0.67,21.50285714,0,1,0,0,0,2011,0
49,14,18,18_2012,2012,NA,0,0,23705,39664,0.59764522,0.819229774,0.3517,0.4049,-0.1093,Birobidzhan,18,2012,88,2,0.152238041,0,0.283100009,0.283100009,4,8,21,NA,not free,0.17407763,0.049281377,0.013951558,0.949999988,1,NA,0,0,0,0,0,0,1,0.411407739,0,2,34,17.70000076,0.899337411,10.27470589,5.945100307,NA,0,NA,0,0,NA,NA,0.975207329,0.190347552,-938.7851563,0,0,0.043098591,0,0,0,0,1,1,1,1,1,0,0.026728739,0.067059754,4,267.9,Non-ethnic,0.64,21.50285714,0,1,0,0,0,2011,1
130,15,43,43_2003,2003,2008,0,1,54309,184275,0.294717135,0.281496514,0.1371,0.4465,0.0122,Ivanovo,43,2003,5,3,0.15743199,0,0.064000003,0.064000003,9,27,24,102.3000031,somewhat not free,NA,NA,NA,NA,NA,0.29,0,0,1,0,0,0,0,0.373201907,0,2,23.60000038,19.5,0.936852574,8.778634071,1.536000013,0.018560002,NA,NA,1,0,0.285714298,1,0.649306893,0.231547445,184.6582031,NA,0.064000003,0.010075647,0,0,1,0,0,0,0,0,0,0,0.822638395,0.153636104,5,302.7,Non-ethnic,0.76,8.984070796,129,0,1,0,0,2003,0
130,15,43,43_2004,2004,2008,0,1,130439,193175,0.675237479,0.775391057,0.3267,0.6678,-0.0472,Ivanovo,43,2004,5,4,0.15743199,0,0.064000003,0.064000003,16,64,24,106.0999985,somewhat not free,NA,NA,NA,NA,NA,0.15,0,0,1,0,0,0,0,0.37260142,0,2,23.60000038,17.29999924,0.936852574,8.977524757,1.536000013,0.0096,NA,NA,1,0,0.285714298,-0.300000191,0.783724427,0.134417534,296.0537109,NA,0.064000003,0.010075647,0,0,1,0,0,0,0,0,1,0,0.822638395,0.153636104,5,302.7,Non-ethnic,0.82,8.984070796,129,0,1,0,0,2003,1
129,15,43,43_2007,2007,2008,0,1,117371,197938,0.592968505,0.715088403,0.2967,0.6574,-0.0592,Ivanovo,43,2007,5,2,0.475504935,0,0.060699996,0.060699996,4,8,25,107,somewhat not free,0.093045756,0.005647877,0.000342826,0.600000024,1,0.61,0,0,0,0,1,0,0,0.375055581,0,2,23.60000038,18.79999924,0.936852574,9.794676781,1.517499924,0.037026998,0,NA,1,0,0.3,-2.600000381,0.803667665,0.278676689,1026.426758,0,0.060699996,0.028863147,0,0,1,0,1,0,0,0,0,1,0.588608363,0.13453838,4,302.9,Non-ethnic,0.82,11.77150786,129,0,1,0,0,2007,0
129,15,43,43_2008,2008,2008,0,1,118105,180557,0.654114767,0.75088696,0.2977,0.6785,-0.0452,Ivanovo,43,2008,5,3,0.475504935,1,0.060699996,0.060699996,9,27,25,112.3000031,somewhat not free,0.460710436,0.027965121,0.001697483,0.600000024,1,0.49,0,0,0,0,1,0,0,0.375847548,0,2,23.60000038,20.29999924,0.936852574,10.02822399,1.517499924,0.029742997,0,NA,1,1,0.4,0.300000191,1.018934369,0.215266705,957.6142578,0,0.060699996,0.028863147,0,0,1,0,1,1,0,0,1,1,0.588608363,0.13453838,4,302.9,Non-ethnic,0.86,11.77150786,129,0,1,0,0,2007,1
131,15,43,43_2011,2011,2008,0,1,65535,183907,0.356348589,0.866533974,0.1701,0.632,-0.251,Ivanovo,43,2011,5,1,0.094527103,NA,NA,0.0607,1,1,25,NA,somewhat not free,NA,NA,NA,0.733333349,1,0.35125,0,0,0,0,0,0,1,0.382149667,0,2,23.60000038,25.5,0.936852574,9.836010933,NA,NA,NA,0,0,NA,0.3,-3.200000286,1.247704506,-0.206259966,-307.03125,NA,NA,NA,0,0,1,0,1,1,1,0,0,1,-0.784286189,-0.030338639,4,310.6,Non-ethnic,0.67,11.36717268,129,0,1,1,0,2011,0
131,15,43,43_2012,2012,2008,0,1,131915,221402,0.595816659,1.032929853,0.314,0.6173,-0.2514,Ivanovo,43,2012,5,2,0.094527103,NA,NA,0.0607,4,8,25,NA,somewhat not free,NA,NA,NA,0.733333349,1,NA,0,0,0,0,0,0,1,0.382149667,0,2,23.60000038,25.5,0.936852574,9.981513023,NA,NA,NA,0,0,NA,NA,NA,0.786313415,-0.461391091,-786.7851563,NA,NA,NA,0,0,1,0,1,1,1,1,1,1,-0.784286189,-0.030338639,4,310.6,Non-ethnic,0.64,11.36717268,129,0,1,1,0,2011,1
523,15,171,171_2003,2003,2008,0,1,15297,45945,0.332941561,0.170497897,0.149,0.4671,0.0878,Kineshma,171,2003,5,2,0.226325214,0,0.111200005,0.111200005,4,8,24,102.3000031,somewhat not free,NA,NA,NA,NA,NA,0.29,0,0,1,0,0,0,0,0.083275735,0,2,23.60000038,19.5,0.936852574,8.841158867,2.668800116,0.032248002,1,NA,0,0,0.285714298,1,0.825805962,0.177838802,911.6582031,0.111200005,0,0.025167365,0,0,1,0,0,0,0,0,0,0,0.822638395,0.153636104,5,302.7,Non-ethnic,0.76,8.984070796,524,0,1,0,0,2003,0
523,15,171,171_2004,2004,2008,0,1,31731,46968,0.675587634,0.745935892,0.3068,0.779,-0.0358,Kineshma,171,2004,5,3,0.226325214,0,0.111200005,0.111200005,9,27,24,106.0999985,somewhat not free,NA,NA,NA,NA,NA,0.15,0,0,1,0,0,0,0,0.083928868,0,2,23.60000038,17.29999924,0.936852574,9.259321213,2.668800116,0.01668,1,NA,0,0,0.285714298,-0.300000191,1.427950978,0.602145016,2456.053711,0.111200005,0,0.025167365,0,0,1,0,0,0,0,0,1,0,0.822638395,0.153636104,5,302.7,Non-ethnic,0.82,8.984070796,524,0,1,0,0,2003,1
524,15,171,171_2007,2007,2008,0,1,27172,45848,0.592653987,0.608672199,0.271,0.6581,-0.004,Kineshma,171,2007,5,1,0.434643269,0,0.090700001,0.090700001,1,1,25,107,somewhat not free,0.063380688,0.005748629,0.000521401,0.649999976,1,0.61,0,0,0,0,1,0,0,0.085304119,0,2,23.60000038,18.79999924,0.936852574,9.776392937,2.267499924,0.055327002,1,NA,0,0,0.3,-2.600000381,1.260679364,0.311942339,NA,0.090700001,0,0.039422143,0,0,1,0,1,0,0,0,0,1,0.588608363,0.13453838,4,302.9,Non-ethnic,0.82,11.77150786,524,0,1,0,0,2007,0
524,15,171,171_2008,2008,2008,0,1,27154,43374,0.626043252,0.68509932,0.2672,0.6443,-0.0268,Kineshma,171,2008,5,2,0.434643269,1,0.090700001,0.0907,4,8,25,112.3000031,somewhat not free,0.389119089,0.035293102,0.003201084,0.649999976,1,0.49,0,0,0,0,1,0,0,0.085458286,0,2,23.60000038,20.29999924,0.936852574,10.04992294,2.267499924,0.044443,1,NA,0,1,0.4,0.300000191,1.469636202,0.208956838,1779.614258,0.090700001,0,0.039422143,0,0,1,0,1,1,0,0,1,1,0.588608363,0.13453838,4,302.9,Non-ethnic,0.86,11.77150786,524,0,1,0,0,2007,1
525,15,171,171_2011,2011,2008,0,1,15147,41917,0.361356967,0.613302784,0.1676,0.4571,-0.116,Kineshma,171,2011,5,1,0.048828438,NA,NA,0.0907,1,1,25,NA,somewhat not free,NA,NA,NA,0.650466681,1,0.35125,0,0,0,0,0,0,1,0.081711076,0,2,23.60000038,25.5,0.936852574,9.432123184,NA,NA,NA,0,0,NA,0.3,-3.200000286,1.895997524,0.191755056,-1319.03125,NA,NA,NA,0,0,1,0,1,1,1,0,0,1,-0.784286189,-0.030338639,4,310.6,Non-ethnic,0.67,11.36717268,524,0,1,1,0,2011,0
525,15,171,171_2012,2012,2008,0,1,30494,50134,0.60824989,0.801271927,0.2875,0.5706,-0.1029,Kineshma,171,2012,5,2,0.048828438,NA,NA,0.0907,4,8,25,NA,somewhat not free,NA,NA,NA,0.650466681,1,NA,0,0,0,0,0,0,1,0.081711076,0,2,23.60000038,25.5,0.936852574,9.601233482,NA,NA,NA,0,0,NA,NA,NA,1.324981451,-0.571016073,-1414.785156,NA,NA,NA,0,0,1,0,1,1,1,1,1,1,-0.784286189,-0.030338639,4,310.6,Non-ethnic,0.64,11.36717268,524,0,1,1,0,2011,1
7,16,4,4_2003,2003,NA,0,0,29416,88211,0.33347315,0.388324644,0.1446,0.2082,-0.0246,Angarsk,4,2003,72,1,0.179773733,0,0.142000005,0.142000005,1,1,33,101.1999969,somewhat free,NA,NA,NA,NA,NA,0.26,0,0,1,0,0,0,0,0.09714742,0,4,23.60000038,21,0.89882189,8.519789696,4.686000347,0.03692,1,NA,0,0,5.971428394,-0.099999428,1.00385499,0.196987867,-41.34179688,0.142000005,0,0.02552787,0,0,0,0,0,0,0,0,0,0,0.633860029,0.121169973,5,263.2,Non-ethnic,0.76,9.310816087,0,1,0,0,0,2003,0
7,16,4,4_2004,2004,NA,0,0,63492,101222,0.627254945,0.737379897,0.3196,0.4327,-0.0547,Angarsk,4,2004,72,2,0.179773733,0,0.142000005,0.142000005,4,8,33,105.3000031,somewhat free,0.170659527,0.024233654,0.003441179,NA,NA,0.19,0,0,1,0,0,0,0,0.097097531,0,4,23.60000038,23.70000076,0.89882189,8.737934113,4.686000347,0.026980001,1,NA,0,0,5.971428394,0.599999428,1.10834384,0.10448885,89.05371094,0.142000005,0,0.02552787,0,0,0,0,0,0,0,0,1,0,0.633860029,0.121169973,5,263.2,Non-ethnic,0.82,9.310816087,0,1,0,0,0,2003,1
7,16,4,4_2007,2007,NA,1,0,67730,125299,0.540547012,0.604738041,0.3459,0.5712,-0.0376,Angarsk,4,2007,72,5,0.421676308,0,0.02,0.02,25,125,36,112,somewhat free,0.170659527,0.00341319,6.83E-05,0.400000006,0,0.64,0,0,0,0,1,0,0,0.096598536,0,4,23.60000038,24.10000038,0.89882189,9.423998833,0.719999969,0.0128,0,NA,1,0,4.1,-1.100000381,2.338065863,NA,-295.5732422,0,0.02,0.008433526,0,0,0,0,1,0,0,0,0,0,0.684021884,0.145997014,4,277.1,Non-ethnic,0.82,12.74378819,0,1,0,0,0,2003,4
8,16,4,4_2008,2008,NA,1,0,60208,109838,0.548152734,0.638798584,0.2998,0.6784,-0.0484,Angarsk,4,2008,72,1,NA,0,0.317400008,0.317400008,1,1,36,109.0999985,somewhat not free,0.22954002,0.072856002,0.023124496,0.400000006,0,NA,0,0,0,0,1,0,0,0.09633787,0,4,23.60000038,23,0.89882189,9.683899879,11.42640018,NA,1,NA,0,0,4.5,-0.799999237,1.162230134,-1.175835729,-86.38574219,0.317400008,0,NA,0,0,0,0,1,1,0,0,1,0,0.684021884,0.145997014,4,277.1,Non-ethnic,0.86,12.74378819,0,1,0,0,0,2008,0
8,16,4,4_2011,2011,NA,1,0,20342,90259,0.225373647,0.433785032,0.1103,0.4523,-0.0924,Angarsk,4,2011,72,4,-0.157275066,0,0.317400008,0.317400008,16,64,36,NA,somewhat not free,0.22954002,0.072856002,0.023124496,0.071428575,0,0.295,0,0,0,0,0,0,1,0.092860445,0,4,23.60000038,22.79999924,0.89882189,10.18070221,11.42640018,0.093633004,1,NA,1,0,13.2,-0.600000381,1.063696623,0.022790432,-738.03125,0.317400008,0.317400008,-0.049919106,0,0,0,0,1,1,1,0,0,0,-0.222406565,0.037139987,4,299.4,Non-ethnic,0.67,13.72194719,0,1,0,0,0,2008,3
8,16,4,4_2012,2012,NA,2,0,52522,114841,0.457345373,0.53348231,0.2695,0.4293,-0.0385,Angarsk,4,2012,72,5,-0.157275066,0,0.317400008,0.317400008,25,125,36,NA,somewhat not free,0.22954002,0.072856002,0.023124496,0.071428575,0,NA,0,0,0,0,0,0,1,0.092860445,0,4,23.60000038,22.79999924,0.89882189,10.30129051,11.42640018,NA,1,NA,1,0,NA,NA,1.060467124,-0.003229499,-332.7851563,0.317400008,0.317400008,-0.049919106,0,0,0,0,1,1,1,1,1,0,-0.222406565,0.037139987,4,299.4,Non-ethnic,0.64,13.72194719,0,1,0,0,0,2008,4
58,16,20,20_2003,2003,2011,0,1,37088,111220,0.333465204,0.422546563,0.1695,0.1703,-0.0337,Bratsk,20,2003,72,5,0.131582201,0,0.614099979,0.614099979,25,125,33,101.1999969,somewhat free,NA,NA,NA,NA,NA,0.26,0,0,1,0,0,0,0,0.100377887,0,4,23.60000038,21,0.89882189,9.673822403,20.26529884,0.159666002,NA,NA,0,0,5.971428394,-0.099999428,1.003527761,-0.174847722,997.6582031,NA,0,0.080804624,0,0,0,1,0,0,0,0,0,0,0.633860029,0.121169973,5,263.2,Non-ethnic,0.76,9.310816087,60,0,1,0,0,2003,0
58,16,20,20_2004,2004,2011,0,1,79252,128240,0.617997505,0.732229551,0.3394,0.3793,-0.0559,Bratsk,20,2004,72,6,0.131582201,0,0.614099979,0.614099979,36,216,33,105.3000031,somewhat free,0.014704317,0.00902992,0.005545274,0.050000001,0,0.19,0,0,1,0,0,0,0,0.100505151,0,4,23.60000038,23.70000076,0.89882189,9.792108536,20.26529884,0.116678998,NA,NA,0,0,5.971428394,0.599999428,0.964949727,-0.038578033,863.0537109,NA,0,0.080804624,0,0,0,1,0,0,0,0,1,0,0.633860029,0.121169973,5,263.2,Non-ethnic,0.82,9.310816087,60,0,1,0,0,2003,1
59,16,20,20_2007,2007,2011,1,1,79651,139955,0.569118645,0.797125195,0.3513,0.6587,-0.1198,Bratsk,20,2007,72,2,0.400916219,0,0.574000001,0.574000001,4,8,36,112,somewhat free,NA,NA,NA,0.050000001,0,0.64,0,0,0,0,1,0,0,0.100374311,0,4,23.60000038,24.10000038,0.89882189,10.3958025,20.66399956,0.367359996,1,NA,0,0,4.1,-1.100000381,0.922038019,-0.360169709,2535.425781,0.574000001,0,0.230125904,0,0,0,1,1,0,0,0,0,0,0.684021884,0.145997014,4,277.1,Non-ethnic,0.82,12.74378819,60,0,1,0,0,2007,0
59,16,20,20_2008,2008,2011,1,1,90696,155569,0.582995327,0.823805412,0.3851,0.5064,-0.1549,Bratsk,20,2008,72,3,0.400916219,0,0.574000001,0.574000001,9,27,36,109.0999985,somewhat not free,0.353531122,0.202926859,0.116480017,0.050000001,0,NA,0,0,0,0,1,0,0,0.100152157,0,4,23.60000038,23,0.89882189,10.58152103,20.66399956,NA,1,NA,0,0,4.5,-0.799999237,0.997406125,0.075368106,2916.615234,0.574000001,0,0.230125904,0,0,0,1,1,1,0,0,1,0,0.684021884,0.145997014,4,277.1,Non-ethnic,0.86,12.74378819,60,0,1,0,0,2007,1
60,16,20,20_2011,2011,2011,1,1,34880,105658,0.330121713,0.623949296,0.1626,0.6355,-0.1202,Bratsk,20,2011,72,1,NA,1,0.17900002,0.17900002,1,1,36,NA,somewhat not free,NA,NA,NA,0.666666687,1,0.295,0,0,0,0,0,0,1,0.097409323,0,4,23.60000038,22.79999924,0.89882189,10.18267155,6.444000721,0.052805007,1,NA,0,1,13.2,-0.600000381,2.634011984,-1.073576212,550.96875,0.17900002,0,NA,0,0,0,1,1,1,1,0,0,0,-0.222406565,0.037139987,4,299.4,Non-ethnic,0.67,13.72194719,60,0,1,0,0,2011,0
56,16,20,20_2012,2012,2011,1,1,71830,129300,0.555529776,0.759011681,0.298,0.5869,-0.1019,Bratsk,20,2012,72,1,0.000823327,NA,NA,0.179,1,1,36,NA,somewhat not free,NA,NA,NA,0.666666687,1,NA,0,0,0,0,0,0,1,0.097409323,0,4,23.60000038,22.79999924,0.89882189,10.32180309,NA,NA,NA,0,0,NA,NA,NA,1.780834794,-0.85317719,232.2148438,NA,NA,NA,0,0,0,1,1,1,1,1,1,0,-0.222406565,0.037139987,4,299.4,Non-ethnic,0.64,13.72194719,60,0,1,1,0,2012,0
136,16,45,45_2003,2003,NA,0,0,53936,209047,0.258008964,0.540038201,0.125,0.5743,-0.1122,Irkutsk,45,2003,72,6,0.103105277,0,0.472600013,0.472600013,36,216,33,101.1999969,somewhat free,NA,NA,NA,NA,NA,0.26,0,0,1,0,0,0,0,0.229051515,0,4,23.60000038,21,0.89882189,8.251402855,15.5958004,0.122876003,NA,NA,0,0,5.971428394,-0.099999428,0.910093188,-0.062146366,-412.3417969,NA,0,0.048727553,0,0,0,0,0,0,0,0,0,0,0.633860029,0.121169973,5,263.2,Non-ethnic,0.76,9.310816087,0,1,0,0,0,2003,0
136,16,45,45_2004,2004,NA,0,0,141280,242380,0.582886377,0.916391875,0.2984,0.8981,-0.1621,Irkutsk,45,2004,72,7,0.103105277,0,0.472600013,0.472600013,49,343,33,105.3000031,somewhat free,0.069143757,0.032677341,0.015443312,0.181818187,0,0.19,0,0,1,0,0,0,0,0.228153735,0,4,23.60000038,23.70000076,0.89882189,8.487764359,15.5958004,0.089794002,NA,NA,0,0,5.971428394,0.599999428,1.576922417,0.666829228,-110.9462891,NA,0,0.048727553,0,0,0,0,0,0,0,0,1,0,0.633860029,0.121169973,5,263.2,Non-ethnic,0.82,9.310816087,0,1,0,0,0,2003,1
136,16,45,45_2007,2007,NA,1,0,142546,269270,0.529379433,0.802019108,0.2908,0.5584,-0.1349,Irkutsk,45,2007,72,10,0.384485602,0,0.047000006,0.047000006,100,1000,36,112,somewhat free,0.069143757,0.003249757,0.000152739,0.181818187,0,0.64,0,0,0,0,1,0,0,0.229341373,0,4,23.60000038,24.10000038,0.89882189,9.168372154,1.692000151,0.030080004,0,NA,1,0,4.1,-1.100000381,1.709143639,0.319417477,-1010.573242,0,0.047000006,0.018070826,0,0,0,0,1,0,0,0,0,0,0.684021884,0.145997014,4,277.1,Non-ethnic,0.82,12.74378819,0,1,0,0,0,2003,4
136,16,45,45_2008,2008,NA,1,0,165428,280597,0.589557265,0.754458183,0.3216,0.4791,-0.0908,Irkutsk,45,2008,72,11,0.384485602,0,0.047000006,0.047000006,121,1331,36,109.0999985,somewhat not free,0.231037468,0.010858762,0.000510362,0.181818187,0,NA,0,0,0,0,1,0,0,0.231094703,0,4,23.60000038,23,0.89882189,9.403931618,1.692000151,NA,0,NA,1,0,4.5,-0.799999237,2.077461481,0.368317842,-1214.385742,0,0.047000006,0.018070826,0,0,0,0,1,1,0,0,1,0,0.684021884,0.145997014,4,277.1,Non-ethnic,0.86,12.74378819,0,1,0,0,0,2003,5
137,16,45,45_2011,2011,NA,1,0,62940,227384,0.276800478,0.62330668,0.1309,0.381,-0.1403,Irkutsk,45,2011,72,1,-0.057888746,0,0.351700008,0.351700008,1,1,36,NA,somewhat not free,0.572944045,0.201504424,0.070869108,0.914285719,1,0.295,0,0,0,0,0,0,1,0.238743618,0,4,23.60000038,22.79999924,0.89882189,10.27852821,12.66120052,0.103751503,1,NA,0,0,13.2,-0.600000381,1.100887299,-0.497507334,NA,0.351700008,0,-0.020359473,0,0,0,0,1,1,1,0,0,0,-0.222406565,0.037139987,4,299.4,Non-ethnic,0.67,13.72194719,0,1,0,0,0,2011,0
137,16,45,45_2012,2012,NA,2,0,146775,286663,0.512012363,0.595627587,0.2739,0.369,-0.0354,Irkutsk,45,2012,72,2,-0.057888746,0,0.351700008,0.351700008,4,8,36,NA,somewhat not free,0.572944045,0.201504424,0.070869108,0.914285719,1,NA,0,0,0,0,0,0,1,0.238743618,0,4,23.60000038,22.79999924,0.89882189,10.41723919,12.66120052,NA,1,NA,0,0,NA,NA,0.911096454,-0.189790845,615.2148438,0.351700008,0,-0.020359473,0,0,0,0,1,1,1,1,1,0,-0.222406565,0.037139987,4,299.4,Non-ethnic,0.64,13.72194719,0,1,0,0,0,2011,1
532,16,174,174_2003,2003,NA,0,0,12392,40088,0.309119936,0.442033979,0.148,0.3017,-0.0516,Ust'-Ilimsk,174,2003,72,5,0.084694721,0,0.337099999,0.337099999,25,125,33,101.1999969,somewhat free,NA,NA,NA,NA,NA,0.26,0,0,1,0,0,0,0,0.038999084,1,4,23.60000038,21,0.89882189,8.593783379,11.1243,0.087646,1,NA,0,0,5.971428394,-0.099999428,3.015460253,0.273082018,-98.34179688,0.337099999,0,0.028550589,0,0,0,0,0,0,0,0,0,0,0.633860029,0.121169973,5,263.2,Non-ethnic,0.76,9.310816087,0,1,0,0,0,2003,0
532,16,174,174_2004,2004,NA,0,0,28199,44888,0.628207984,0.748885308,0.3171,0.6437,-0.051,Ust'-Ilimsk,174,2004,72,6,0.084694721,0,0.337099999,0.337099999,36,216,33,105.3000031,somewhat free,0.194983855,0.065729059,0.022157266,NA,0,0.19,0,0,1,0,0,0,0,0.039089687,1,4,23.60000038,23.70000076,0.89882189,8.796339035,11.1243,0.064048998,1,NA,0,0,5.971428394,0.599999428,3.222100735,0.206640482,79.05371094,0.337099999,0,0.028550589,0,0,0,0,0,0,0,0,1,0,0.633860029,0.121169973,5,263.2,Non-ethnic,0.82,9.310816087,0,1,0,0,0,2003,1
532,16,174,174_2007,2007,NA,0,0,27560,50978,0.540625368,0.719147045,0.3072,0.6337,-0.0908,Ust'-Ilimsk,174,2007,72,9,0.375873178,0,0.048899993,0.048899993,81,729,36,112,somewhat free,0.194983855,0.009534709,0.000466247,NA,0,0.64,0,0,0,0,1,0,0,0.039023522,1,4,23.60000038,24.10000038,0.89882189,9.557540894,1.760399818,0.031295996,1,NA,1,0,4.1,-1.100000381,2.435162544,-0.86230278,429.4267578,0.048899993,0.048899993,0.018380197,0,0,0,0,1,0,0,0,0,0,0.684021884,0.145997014,4,277.1,Non-ethnic,0.82,12.74378819,0,1,0,0,0,2003,4
NA,16,174,174_2008,2008,NA,1,0,31492,55870,0.563665652,0.797625467,0.3519,0.6922,-0.1477,Ust'-Ilimsk,174,2008,72,NA,NA,0,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.039,NA,4,23.6,NA,0.8988,9.6,NA,NA,NA,NA,0,NA,NA,NA,2.573080063,0.137917519,NA,NA,NA,NA,0,0,0,0,1,1,0,0,1,0,0.684021884,0.145997014,4,277.1,Non-ethnic,0.86,12.74378819,0,1,0,0,0,2003,5
