mayorid,regionid.ch,city_id,city_id_year,year.x,cancel.year,prior.treat.cities.region,treatment.group,ur.totals,vote.totals,ur.voteshare,turnout,intercept.ns,nonstandard.coef,intercept.turnout,PositionCity,city_id.y,year.y,regionid,naive_counter,dumamargin,cancel,margin,margin.most.recent,naive_counter2,naive_counter3,dem,growth_1,pressfreedom,regelect_margin,regmarginXmargin,regmarginXmarginextended,URshare,UR_majority,gov_good,twoyrdum1,twoyrdum2,twoyrdum3,twoyrdum4,twoyrdum5,twoyrdum6,twoyrdum7,poppopprop,criminalpast,civsoc91,kprf99,education,pctRussian2002_new,lnAvgSalary,marginXdem,govgoodXmargin,opp_mayor1,introduce,mayorbefore,cancel_withouttwo,resource_grp,unempchg_1,unemployrate,diff_unemp,AvgSalary_demeaned_chg,marginXoppmayor,marginXmayorbefore,marginXduma,treat.group.07,treat.group.08,treat.group.11,treat.group.12,posttreat.07,posttreat.08,posttreat.11,posttreat.12,presidential,urgov,comp.scale2,comp.scale03_18,xconst.lag,pensioners.per.1000,ethnic.categorical,putin.app.3mo,govemploy.by.pop,mayor.cancel.year,elections.kept,elections.canceled,treat.appoint.newmayor,treat.appoint.oldmayor,mayor.start.year,mayor.tenure
31,2,13,13_2003,2003,2010,0,1,85285,283860,0.300447404,0.278727422,0.1708,0.1239,0.013,Barnaul,13,2003,68,12,NA,0,0.695300043,0.695300043,144,1728,24,103.8000031,somewhat free,NA,NA,NA,NA,NA,0.56,0,0,1,0,0,0,0,0.255379856,0,2,36.79999924,18.70000076,0.919725835,8.573195457,16.68720055,0.389368027,1,NA,1,0,0.671428561,-1.699999809,2.148156404,0.358568072,426.6582031,0.695300043,0.695300043,NA,0,0,1,0,0,0,0,0,0,0,NA,NA,5,265.9,Non-ethnic,0.76,10.75571041,0,0,1,0,0,2003,0
32,2,13,13_2004,2004,2010,0,1,211895,311729,0.679741057,0.703033598,0.4008,0.7405,-0.0133,Barnaul,13,2004,68,1,0.141720355,0,NA,NA,1,1,24,107.6999969,somewhat free,-0.005591586,NA,NA,0.100000001,0,0.16,0,0,1,0,0,0,0,0.255583405,0,2,36.79999924,19.79999924,0.919725835,8.730528831,NA,NA,NA,NA,0,0,0.671428561,3.800000191,1.928808928,-0.219347477,-231.9462891,NA,NA,NA,0,0,1,0,0,0,0,0,1,0,NA,NA,5,265.9,Non-ethnic,0.82,10.75571041,0,0,1,0,0,2004,0
32,2,13,13_2007,2007,2010,0,1,155581,314800,0.494221728,0.505813163,0.2762,0.609,-0.0044,Barnaul,13,2007,68,4,0.330710649,0,0.583900034,0.583900034,16,64,32,110.1999969,somewhat free,-0.005591586,-0.003264927,-0.001906391,0.100000001,0,0.43,0,0,0,0,1,0,0,0.257444561,0,2,36.79999924,22.29999924,0.919725835,9.448411942,18.6848011,0.251077026,1,NA,1,0,0.5,-0.199999809,1.40570879,-0.426556826,-321.5732422,0.583900034,0.583900034,0.193101957,0,0,1,0,1,0,0,0,0,1,1.733570615,0.272041994,4,271.9,Non-ethnic,0.82,13.0994295,0,0,1,0,0,2004,3
32,2,13,13_2008,2008,2010,0,1,182991,306377,0.597273947,0.705750871,0.3418,0.4396,-0.0621,Barnaul,13,2008,68,5,0.330710649,0,0.583900034,0.583900034,25,125,32,109.5,somewhat free,0.331113398,0.193337128,0.112889556,0.771428585,1,0.375,0,0,0,0,1,0,0,0.259986818,0,2,36.79999924,23.39999962,0.919725835,9.66814518,18.6848011,0.21896252,1,NA,1,0,0.7,-2.300000191,1.461345077,0.055636287,-643.3857422,0.583900034,0.583900034,0.193101957,0,0,1,0,1,1,0,0,1,1,1.733570615,0.272041994,4,271.9,Non-ethnic,0.86,13.0994295,0,0,1,0,0,2004,4
33,2,13,13_2011,2011,2010,0,1,81165,270377,0.300191954,0.397311083,0.1413,0.5293,-0.0483,Barnaul,13,2011,68,1,0.040324438,NA,NA,0.5839,1,1,32,NA,somewhat free,0.04695648,NA,NA,0.771428585,1,0.31,0,0,0,0,0,0,1,0.273268908,0,2,36.79999924,22.29999924,0.919725835,9.829571724,NA,NA,NA,0,0,NA,1.2,-3.5,0.818585694,-0.407380283,-606.03125,NA,NA,NA,0,0,1,0,1,1,1,0,0,1,-0.190602058,0.040959531,4,296.8,Non-ethnic,0.67,12.61362692,0,0,1,1,0,2011,0
33,2,13,13_2012,2012,2010,0,1,168184,319267,0.526781659,0.620698395,0.3041,0.5426,-0.0547,Barnaul,13,2012,68,2,0.040324438,NA,NA,0.5839,4,8,32,NA,somewhat free,0.04695648,NA,NA,0.771428585,1,NA,0,0,0,0,0,0,1,0.273268908,0,2,36.79999924,22.29999924,0.919725835,9.99104023,NA,NA,NA,0,0,NA,NA,NA,0.60439676,-0.214188933,-459.7851563,NA,NA,NA,0,0,1,0,1,1,1,1,1,1,0.837743668,0.164458148,4,296.8,Non-ethnic,0.64,12.61362692,0,0,1,1,0,2011,1
45,2,17,17_2003,2003,2011,0,1,29620,114413,0.258886665,0.336181466,0.141,0.4098,-0.0331,Bijsk,17,2003,68,11,0.051158976,0,0.020900002,0.020900002,121,1331,24,103.8000031,somewhat free,NA,NA,NA,NA,NA,0.56,0,0,1,0,0,0,0,0.088468954,0,2,36.79999924,18.70000076,0.919725835,8.793459892,0.501600027,0.011704001,NA,NA,1,0,0.671428561,-1.699999809,3.888180733,0.337977886,135.6582031,NA,0.020900002,0.001069223,0,0,0,1,0,0,0,0,0,0,NA,NA,5,265.9,Non-ethnic,0.76,10.75571041,47,0,1,0,0,2003,0
45,2,17,17_2004,2004,2011,0,1,80472,127631,0.630505128,0.740054689,0.3704,0.4772,-0.059,Bijsk,17,2004,68,12,0.051158976,0,0.020900002,0.020900002,144,1728,24,107.6999969,somewhat free,NA,NA,NA,0.159999996,0,0.16,0,0,1,0,0,0,0,0.089026928,0,2,36.79999924,19.79999924,0.919725835,8.936955452,0.501600027,0.003344,NA,NA,1,0,0.671428561,3.800000191,3.808178663,-0.080002069,-115.9462891,NA,0.020900002,0.001069223,0,0,0,1,0,0,0,0,1,0,NA,NA,5,265.9,Non-ethnic,0.82,10.75571041,47,0,1,0,0,2003,1
47,2,17,17_2007,2007,2011,0,1,57398,110700,0.518500452,0.678464419,0.2653,0.701,-0.0748,Bijsk,17,2007,68,1,0.287274301,0,0.215000004,0.215000004,1,1,32,110.1999969,somewhat free,NA,NA,NA,0.159999996,0,0.43,0,0,0,0,1,0,0,0.088596776,1,2,36.79999924,22.29999924,0.919725835,9.653743744,6.880000114,0.09245,1,NA,0,0,0.5,-0.199999809,2.309307337,-0.8640275,226.4267578,0.215000004,0,0.061763976,0,0,0,1,1,0,0,0,0,1,1.733570615,0.272041994,4,271.9,Non-ethnic,0.82,13.0994295,47,0,1,0,0,2007,0
47,2,17,17_2008,2008,2011,0,1,70865,112568,0.629530595,0.609767609,0.3246,0.5439,0.0088,Bijsk,17,2008,68,2,0.287274301,0,0.215000004,0.215000004,4,8,32,109.5,somewhat free,0.298350155,0.064145282,0.013791236,0.400000006,0,0.375,0,0,0,0,1,0,0,0.088503398,1,2,36.79999924,23.39999962,0.919725835,9.860527992,6.880000114,0.080624998,1,NA,0,0,0.7,-2.300000191,2.212961912,-0.096345425,-182.3857422,0.215000004,0,0.061763976,0,0,0,1,1,1,0,0,1,1,1.733570615,0.272041994,4,271.9,Non-ethnic,0.86,13.0994295,47,0,1,0,0,2007,1
47,2,17,17_2011,2011,2011,1,1,39993,103452,0.386585083,0.356369816,0.1802,0.5137,0.0209,Bijsk,17,2011,68,5,NA,1,0.001100006,0.001100006,25,125,32,NA,somewhat free,0.298350155,0.000328187,3.61E-07,0.400000006,0,0.31,0,0,0,0,0,0,1,0.086915463,1,2,36.79999924,22.29999924,0.919725835,9.616405487,0.035200194,0.000341002,1,NA,0,1,1.2,-3.5,1.24649334,-0.538084626,-915.03125,0.001100006,0,NA,0,0,0,1,1,1,1,0,0,1,-0.190602058,0.040959531,4,296.8,Non-ethnic,0.67,12.61362692,47,0,1,0,0,2007,4
48,2,17,17_2012,2012,2011,1,1,62957,113384,0.55525471,0.561969364,0.2943,0.6196,0.0049,Bijsk,17,2012,68,1,0.138623178,NA,NA,0.0011,1,1,32,NA,somewhat free,0.130262256,NA,NA,0.600000024,1,NA,0,0,0,0,0,0,1,0.086915463,0,2,36.79999924,22.29999924,0.919725835,9.76186657,NA,NA,NA,0,0,NA,NA,NA,1.071012616,-0.175480723,-1364.785156,NA,NA,NA,0,0,0,1,1,1,1,1,1,1,0.837743668,0.164458148,4,296.8,Non-ethnic,0.64,12.61362692,47,0,1,1,0,2012,0
366,2,122,122_2003,2003,2011,0,1,20505,75307,0.272285445,0.368998713,0.1572,0.0842,-0.0428,Rubcovsk,122,2003,68,3,0.063966356,0,0.173799977,0.173799977,9,27,24,103.8000031,somewhat free,NA,NA,NA,NA,NA,0.56,0,0,1,0,0,0,0,0.062321637,0,2,36.79999924,18.70000076,0.919725835,10.10016346,4.171199322,0.097327985,NA,NA,0,0,0.671428561,-1.699999809,1.56188798,0.449938416,3925.658203,NA,0,0.011117351,0,0,0,1,0,0,0,0,0,0,NA,NA,5,265.9,Non-ethnic,0.76,10.75571041,364,0,1,0,0,2003,0
366,2,122,122_2004,2004,2011,0,1,56082,81394,0.689018847,0.810630407,0.4084,0.2821,-0.0627,Rubcovsk,122,2004,68,4,0.063966356,0,0.173799977,0.173799977,16,64,24,107.6999969,somewhat free,-0.063962638,-0.011116705,-0.001932083,NA,NA,0.16,0,0,1,0,0,0,0,0.062303312,0,2,36.79999924,19.79999924,0.919725835,10.2790432,4.171199322,0.027807996,NA,NA,0,0,0.671428561,3.800000191,2.466957808,0.905069828,3636.052734,NA,0,0.011117351,0,0,0,1,0,0,0,0,1,0,NA,NA,5,265.9,Non-ethnic,0.82,10.75571041,364,0,1,0,0,2003,1
363,2,122,122_2007,2007,2011,0,1,42091,79883,0.526908103,0.720090406,0.3125,0.2937,-0.0929,Rubcovsk,122,2007,68,3,0.283961564,0,0.1373,0.1373,9,27,32,110.1999969,somewhat free,NA,NA,NA,NA,NA,0.43,0,0,0,0,1,0,0,0.062071797,0,2,36.79999924,22.29999924,0.919725835,10.71348381,4.393599987,0.059039,1,NA,1,0,0.5,-0.199999809,1.828107476,-0.31197989,3171.425781,0.1373,0.1373,0.038987923,0,0,0,1,1,0,0,0,0,1,1.733570615,0.272041994,4,271.9,Non-ethnic,0.82,13.0994295,364,0,1,0,0,2007,0
363,2,122,122_2008,2008,2011,0,1,45208,79669,0.567447815,0.717919262,0.3322,0.3191,-0.0785,Rubcovsk,122,2008,68,4,0.283961564,0,0.1373,0.1373,16,64,32,109.5,somewhat free,NA,NA,NA,0.259259254,0,0.375,0,0,0,0,1,0,0,0.062081166,0,2,36.79999924,23.39999962,0.919725835,10.8619566,4.393599987,0.051487498,1,NA,1,0,0.7,-2.300000191,1.590719104,-0.237388372,3434.617188,0.1373,0.1373,0.038987923,0,0,0,1,1,1,0,0,1,1,1.733570615,0.272041994,4,271.9,Non-ethnic,0.86,13.0994295,364,0,1,0,0,2007,1
364,2,122,122_2011,2011,2011,1,1,23161,68476,0.338235294,0.55349577,0.1878,0.2171,-0.0958,Rubcovsk,122,2011,68,3,NA,1,0.008499985,0.008499985,9,27,32,NA,somewhat free,0.245322078,0.002085234,1.77E-05,0.259259254,0,0.31,0,0,0,0,0,0,1,0.058670793,0,2,36.79999924,22.29999924,0.919725835,9.55655098,0.271999508,0.002634995,1,NA,0,1,1.2,-3.5,0.940362632,-0.274720252,-1055.03125,0.008499985,0,NA,0,0,0,1,1,1,1,0,0,1,-0.190602058,0.040959531,4,296.8,Non-ethnic,0.67,12.61362692,364,0,1,0,0,2011,0
365,2,122,122_2012,2012,2011,1,1,42432,76080,0.557728707,0.635915232,0.3298,0.2596,-0.0306,Rubcovsk,122,2012,68,1,0.05362564,NA,NA,0.0085,1,1,32,NA,somewhat free,0.054600358,NA,NA,0.259259254,0,NA,0,0,0,0,0,0,1,0.058670793,0,2,36.79999924,22.29999924,0.919725835,9.700758934,NA,NA,NA,0,0,NA,NA,NA,0.94090271,0.000540078,-1521.785156,NA,NA,NA,0,0,0,1,1,1,1,1,1,1,0.837743668,0.164458148,4,296.8,Non-ethnic,0.64,12.61362692,364,0,1,1,0,2012,0
53,3,19,19_2003,2003,2010,0,1,25216,85970,0.29331162,0.257090329,0.1401,0.461,0.0186,Blagoveshhensk,19,2003,83,7,0.110826269,0,NA,NA,49,343,23,96.59999847,not free,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0.248172119,0,2,24.29999924,19.79999924,0.92042923,8.353497505,NA,NA,NA,NA,1,0,8.399999619,-1.5,0.93378669,0.167687058,-448.3417969,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0.55612776,0.107801566,5,237,Non-ethnic,0.76,12.16442953,0,0,1,0,0,2003,0
53,3,19,19_2004,2004,2010,0,1,66786,104495,0.639131059,0.72206095,0.3639,0.464,-0.0464,Blagoveshhensk,19,2004,83,8,0.110826269,0,NA,NA,64,512,23,104.0999985,not free,NA,NA,NA,NA,NA,0.28,0,0,1,0,0,0,0,0.248024225,0,2,24.29999924,22.29999924,0.92042923,8.551980972,NA,NA,NA,NA,1,0,8.399999619,-0.600000381,1.336735249,0.402948558,-200.9462891,NA,NA,NA,0,0,1,0,0,0,0,0,1,0,0.55612776,0.107801566,5,237,Non-ethnic,0.82,12.16442953,0,0,1,0,0,2003,1
54,3,19,19_2007,2007,2010,0,1,69027,110359,0.625476853,0.706545472,0.3702,0.6029,-0.0375,Blagoveshhensk,19,2007,83,3,0.493472129,0,0.137500003,0.137500003,9,27,27,103.1999969,not free,-0.06264177,-0.008613244,-0.001184321,0.117647059,0,0.21,0,0,0,0,1,0,0,0.243715569,0,2,24.29999924,20.79999924,0.92042923,9.26926899,3.712500095,0.028875001,0,NA,0,0,4.9,-2.100000381,2.042866468,0.004261494,-380.5732422,0,0,0.067852423,0,0,1,0,1,0,0,0,0,0,1.675262352,0.265039495,4,254.1,Non-ethnic,0.82,15.88270142,0,0,1,0,0,2007,0
54,3,19,19_2008,2008,2010,0,1,66254,111301,0.595268686,0.722159285,0.3514,0.5377,-0.0687,Blagoveshhensk,19,2008,83,4,0.493472129,0,0.137500003,0.137500003,16,64,27,109,not free,0.320466667,0.044064168,0.006058823,0.117647059,0,NA,0,0,0,0,1,0,0,0.244311377,0,2,24.29999924,21.60000038,0.92042923,9.458917618,3.712500095,NA,0,NA,1,0,6.9,-1.799999714,2.379435062,0.336568594,-1546.385742,0,0.137500003,0.067852423,0,0,1,0,1,1,0,0,1,0,1.675262352,0.265039495,4,254.1,Non-ethnic,0.86,15.88270142,0,0,1,0,0,2007,1
55,3,19,19_2011,2011,2010,0,1,30213,92622,0.3261968,0.403056359,0.1805,0.1674,-0.0248,Blagoveshhensk,19,2011,83,1,NA,NA,NA,0.1375,1,1,27,NA,somewhat not free,NA,NA,NA,0.678571403,1,0.4125,0,0,0,0,0,0,1,0.25636816,0,2,24.29999924,19.70000076,0.92042923,10.2126255,NA,NA,NA,0,0,NA,15.8,-1.799999714,1.42765379,-0.048093915,736.96875,NA,NA,NA,0,0,1,0,1,1,1,0,0,1,1.675262352,0.265039495,4,280.4,Non-ethnic,0.67,15.27771011,0,0,1,1,0,2011,0
51,3,19,19_2012,2012,2010,0,1,63070,110238,0.572125764,0.657079686,0.3297,0.3457,-0.0373,Blagoveshhensk,19,2012,83,1,0.07196337,NA,NA,0.1375,1,1,27,NA,somewhat not free,0.056618184,NA,NA,0.678571403,1,NA,0,0,0,0,0,0,1,0.25636816,0,2,24.29999924,19.70000076,0.92042923,10.30998516,NA,NA,NA,0,0,NA,NA,NA,1.492423892,0.064770103,-928.7851563,NA,NA,NA,0,0,1,0,1,1,1,1,1,1,0.387179819,0.110347929,4,280.4,Non-ethnic,0.64,15.27771011,0,0,1,1,0,2012,0
20,4,8,8_2003,2003,NA,0,0,51397,158631,0.324003505,0.104965409,0.1783,0.3647,0.1175,Arhangel'sk,8,2003,21,3,0.201656014,0,0.166600004,0.166600004,9,27,33,NA,somewhat not free,NA,NA,NA,NA,NA,0.37,0,0,1,0,0,0,0,0.271186143,0,3,15.30000019,17.5,0.941938818,8.703672409,5.49780035,0.061642002,1,NA,0,0,25.37142944,-0.5,0.617616951,-0.077308297,-55.34179688,0.166600004,0,0.033595894,0,0,0,0,0,0,0,0,0,0,0.848549151,0.15809224,5,307.3,Non-ethnic,0.76,10.60925645,0,1,0,0,0,2003,0
20,4,8,8_2004,2004,NA,0,0,130233,170518,0.763749282,0.572549395,0.5122,0.5109,0.1111,Arhangel'sk,8,2004,21,4,0.201656014,0,0.166600004,0.166600004,16,64,33,101.5999985,somewhat not free,-0.03574571,-0.005955236,-0.000992142,NA,NA,0.17,0,0,1,0,0,0,0,0.272796661,0,3,15.30000019,20.60000038,0.941938818,8.906393051,5.49780035,0.028322,1,NA,0,0,25.37142944,1.799999237,0.943719029,0.326102078,221.0537109,0.166600004,0,0.033595894,0,0,0,0,0,0,0,0,1,0,0.848549151,0.15809224,5,307.3,Non-ethnic,0.82,10.60925645,0,1,0,0,0,2003,1
19,4,8,8_2007,2007,NA,0,0,75552,148311,0.509416024,0.377411461,0.311,0.5652,0.0745,Arhangel'sk,8,2007,21,2,0.393778831,0,0.168000013,0.168000013,4,8,37,107.1999969,somewhat not free,NA,NA,NA,NA,0,0.46,0,0,0,0,1,0,0,0.277956992,0,3,15.30000019,23.79999924,0.941938818,9.562756538,6.216000557,0.077280007,1,NA,0,0,22.1,0.400000095,0.53687942,-0.009803116,-36.57324219,0.168000013,0,0.066154845,0,0,0,0,1,0,0,0,0,0,1.065675968,0.191831552,4,326.3,Non-ethnic,0.82,13.74622116,0,1,0,0,0,2007,0
19,4,8,8_2008,2008,NA,0,0,109231,170144,0.64199149,0.503076823,0.4335,0.3509,0.0807,Arhangel'sk,8,2008,21,3,0.393778831,0,0.168000013,0.168000013,9,27,37,112.1999969,somewhat not free,NA,NA,NA,NA,0,NA,0,0,0,0,1,0,0,0.279585093,0,3,15.30000019,25.89999962,0.941938818,9.776506424,6.216000557,NA,1,NA,0,0,21.3,-0.300000191,0.562027633,0.025148213,-371.3857422,0.168000013,0,0.066154845,0,0,0,0,1,1,0,0,1,0,1.065675968,0.191831552,4,326.3,Non-ethnic,0.86,13.74622116,0,1,0,0,0,2007,1
21,4,8,8_2011,2011,NA,0,0,35932,137495,0.261333139,0.244721245,0.1452,0.4467,0.0146,Arhangel'sk,8,2011,21,3,0.028004553,0,0.001500015,0.001500015,9,27,37,NA,somewhat not free,0.148282364,0.000222426,3.34E-07,0.703703701,1,0.15625,0,0,0,0,0,0,1,0.28335011,0,3,15.30000019,25.60000038,0.941938818,10.2348032,0.055500563,0.000234377,1,NA,0,0,30.2,0,0.599646926,-0.179561079,217.96875,0.001500015,0,4.20E-05,0,0,0,0,1,1,1,0,0,0,-0.206504312,0.039049759,4,349.5,Non-ethnic,0.67,14.78235779,0,1,0,0,0,2011,0
21,4,8,8_2012,2012,NA,0,0,89889,167378,0.537041905,0.235796215,0.3208,0.4443,0.175,Arhangel'sk,8,2012,21,4,0.028004553,0,0.001500015,0.001500015,16,64,37,NA,somewhat not free,0.148282364,0.000222426,3.34E-07,0.703703701,1,NA,0,0,0,0,0,0,1,0.28335011,0,3,15.30000019,25.60000038,0.941938818,10.35907555,0.055500563,NA,1,NA,0,0,NA,NA,0.622246325,0.022599399,-28.78515625,0.001500015,0,4.20E-05,0,0,0,0,1,1,1,1,1,0,-0.206504312,0.039049759,4,349.5,Non-ethnic,0.64,14.78235779,0,1,0,0,0,2011,1
397,4,131,131_2003,2003,NA,0,0,32540,103019,0.315864064,0.257198128,0.1887,0.0985,0.0305,Severodvinsk,131,2003,21,7,0.198762447,0,NA,NA,49,343,33,NA,somewhat not free,NA,NA,NA,NA,NA,0.37,0,0,1,0,0,0,0,0.151815951,0,3,15.30000019,17.5,0.941938818,8.533853531,NA,NA,NA,NA,0,0,25.37142944,-0.5,1.813559771,-0.07633698,-589.3417969,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0.848549151,0.15809224,5,307.3,Non-ethnic,0.76,10.60925645,0,1,0,0,0,2003,0
397,4,131,131_2004,2004,NA,0,0,80559,106884,0.753704951,0.799244661,0.4781,0.4581,-0.0282,Severodvinsk,131,2004,21,8,0.198762447,0,NA,NA,64,512,33,101.5999985,somewhat not free,0.119761556,NA,NA,0.400000006,0,0.17,0,0,1,0,0,0,0,0.151994348,0,3,15.30000019,20.60000038,0.941938818,8.724695206,NA,NA,NA,NA,0,0,25.37142944,1.799999237,2.113233089,0.299673319,-63.94628906,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0.848549151,0.15809224,5,307.3,Non-ethnic,0.82,10.60925645,0,1,0,0,0,2003,1
397,4,131,131_2007,2007,NA,0,0,46763,97336,0.480428618,0.648107129,0.2776,0.5106,-0.0888,Severodvinsk,131,2007,21,11,0.309729099,0,0.060099982,0.060099982,121,1331,37,107.1999969,somewhat not free,0.119761556,0.007197667,0.00043258,0.400000006,0,0.46,0,0,0,0,1,0,0,0.151420966,0,3,15.30000019,23.79999924,0.941938818,9.366574287,2.223699331,0.027645992,0,NA,1,0,22.1,0.400000095,1.078448534,-0.110724449,-757.5732422,0,0.060099982,0.018614713,0,0,0,0,1,0,0,0,0,0,1.065675968,0.191831552,4,326.3,Non-ethnic,0.82,13.74622116,0,1,0,0,0,2003,4
397,4,131,131_2008,2008,NA,0,0,68926,112933,0.610326477,0.697004019,0.4092,0.3538,-0.0561,Severodvinsk,131,2008,21,12,0.309729099,0,0.060099982,0.060099982,144,1728,37,112.1999969,somewhat not free,0.119761556,0.007197667,0.00043258,0.400000006,0,NA,0,0,0,0,1,0,0,0.150496155,0,3,15.30000019,25.89999962,0.941938818,9.566545486,2.223699331,NA,0,NA,1,0,21.3,-0.300000191,1.225896239,0.147447705,-1173.385742,0,0.060099982,0.018614713,0,0,0,0,1,1,0,0,1,0,1.065675968,0.191831552,4,326.3,Non-ethnic,0.86,13.74622116,0,1,0,0,0,2003,5
398,4,131,131_2011,2011,NA,0,0,23712,88313,0.268499541,0.449087024,0.1438,0.5068,-0.0929,Severodvinsk,131,2011,21,2,0.010376975,0,0.425999999,0.425999999,4,8,37,NA,somewhat not free,0.272568405,0.11611414,0.049464624,0.590909064,1,0.15625,0,0,0,0,0,0,1,0.152043089,0,3,15.30000019,25.60000038,0.941938818,10.24010277,15.76200008,0.066562496,0,NA,0,0,30.2,0,1.031471848,-0.19851315,952.96875,0,0,0.004420592,0,0,0,0,1,1,1,0,0,0,-0.206504312,0.039049759,4,349.5,Non-ethnic,0.67,14.78235779,0,1,0,0,0,2011,0
398,4,131,131_2012,2012,NA,0,0,53435,101444,0.526743819,0.607434128,0.3244,0.4685,-0.0457,Severodvinsk,131,2012,21,3,0.010376975,0,0.425999999,0.425999999,9,27,37,NA,somewhat not free,0.272568405,0.11611414,0.049464624,0.590909064,1,NA,0,0,0,0,0,0,1,0.152043089,0,3,15.30000019,25.60000038,0.941938818,10.37439728,15.76200008,NA,0,NA,0,0,NA,NA,0.96594274,-0.065529108,310.2148438,0,0,0.004420592,0,0,0,0,1,1,1,1,1,0,-0.206504312,0.039049759,4,349.5,Non-ethnic,0.64,14.78235779,0,1,0,0,0,2011,1
22,5,9,9_2003,2003,NA,0,0,58637,199476,0.293955163,0.2496914,0.1544,0.1344,0.0241,Astrahan',9,2003,40,7,0.138263404,0,0.122700006,0.122700006,49,343,24,104.6999969,somewhat not free,NA,NA,NA,NA,NA,0.42,0,0,1,0,0,0,0,0.501289606,0,2,26.5,17.79999924,0.696884215,8.845489502,2.944800138,0.051534001,NA,NA,0,0,3.471428633,0.5,0.965402722,-0.129436016,-121.3417969,NA,0,0.01696492,0,0,0,0,0,0,0,0,0,1,-1.387178951,-0.226408607,5,233.7,Non-ethnic,0.76,10.41058941,0,1,0,0,0,2003,0
22,5,9,9_2004,2004,NA,0,0,144391,216634,0.666520491,0.667186865,0.3748,0.3528,-4.00E-04,Astrahan',9,2004,40,8,0.138263404,0,0.122700006,0.122700006,64,512,24,101.9000015,somewhat not free,NA,NA,NA,NA,NA,0.36,0,0,1,0,0,0,0,0.501432896,0,2,26.5,20,0.696884215,9.02063179,2.944800138,0.044172004,NA,NA,0,0,3.471428633,-0.799999237,1.129254222,0.1638515,196.0537109,NA,0,0.01696492,0,0,0,0,0,0,0,0,1,1,-1.387178951,-0.226408607,5,233.7,Non-ethnic,0.82,10.41058941,0,1,0,0,0,2003,1
23,5,9,9_2007,2007,NA,0,0,124435,235340,0.528745645,0.484781159,0.3099,0.4186,0.026,Astrahan',9,2007,40,3,0.267181456,0,0.183500007,0.183500007,9,27,27,107.8000031,somewhat not free,0.128438503,0.023568466,0.004324814,0.519999981,1,0.48,0,0,0,0,1,0,0,0.504347384,0,2,26.5,24.60000038,0.696884215,9.701555252,4.954500198,0.088080004,1,NA,1,0,3.1,-4.099999905,0.813419104,-0.308979392,-304.5732422,0.183500007,0.183500007,0.049027801,0,0,0,0,1,0,0,0,0,1,0.403082072,0.112257702,4,234.8,Non-ethnic,0.82,13.38966203,0,1,0,0,0,2007,0
23,5,9,9_2008,2008,NA,0,0,223756,265208,0.843700039,0.918861072,0.545,0.3882,-0.0549,Astrahan',9,2008,40,4,0.267181456,0,0.183500007,0.183500007,16,64,27,108.5,somewhat not free,0.128438503,0.023568466,0.004324814,0.519999981,1,0.395,0,0,0,0,1,0,0,0.502604544,0,2,26.5,17.89999962,0.696884215,9.921818733,4.954500198,0.072482504,1,NA,1,0,2.7,0.999999523,0.831510961,0.018091857,265.6142578,0.183500007,0.183500007,0.049027801,0,0,0,0,1,1,0,0,1,1,0.403082072,0.112257702,4,234.8,Non-ethnic,0.86,13.38966203,0,1,0,0,0,2007,1
23,5,9,9_2011,2011,NA,0,0,155668,224941,0.692039246,0.961479157,0.376,0.4704,-0.1602,Astrahan',9,2011,40,7,0.573987663,0,0.385599971,0.385599971,49,343,27,NA,not free,0.376934916,0.14534609,0.056045448,0.685714304,1,0.32125,0,0,0,0,0,0,1,0.522161603,0,2,26.5,22.10000038,0.696884215,9.932220459,10.41119957,0.123873994,0,NA,1,0,6.3,-1.699999809,1.355130196,-0.241164207,-722.03125,0,0.385599971,0.221329629,0,0,0,0,1,1,1,0,0,1,0.403082072,0.112257702,4,241.9,Non-ethnic,0.67,11.97044335,0,1,0,0,0,2007,4
23,5,9,9_2012,2012,NA,0,0,151197,215781,0.70069654,0.736609222,0.3699,0.5408,-0.0207,Astrahan',9,2012,40,8,0.573987663,0,0.385599971,0.385599971,64,512,27,NA,not free,0.376934916,0.14534609,0.056045448,0.685714304,1,NA,0,0,0,0,0,0,1,0.522161603,0,2,26.5,22.10000038,0.696884215,10.07280827,10.41119957,NA,0,NA,1,0,NA,NA,0.808327079,-0.546803117,-607.7851563,0,0.385599971,0.221329629,0,0,0,0,1,1,1,1,1,1,-0.339023091,0.023134989,4,241.9,Non-ethnic,0.64,11.97044335,0,1,0,0,0,2007,5
39,6,15,15_2003,2003,2005,0,1,52755,201290,0.262084555,0.454991509,0.1645,0.1955,-0.1099,Belgorod,15,2003,1,1,0.070869632,0,0.232000008,0.232000008,1,1,22,103.9000015,somewhat not free,NA,NA,NA,NA,NA,0.48,0,0,1,0,0,0,0,0.223868206,0,2,27.89999962,20.10000038,0.928789616,9.152393341,5.104000092,0.111360006,NA,NA,0,0,17.7142849,1.600000381,1.055221319,0.009514689,NA,NA,0,0.016441755,1,0,0,0,0,0,0,0,0,1,0.171167954,0.041596122,5,301.4,Non-ethnic,0.76,10.19695968,0,0,1,0,0,2003,0
