"","Year","Month","Day","Country","dengue_cases"
"1561",2006,5,14,"Mexico",64
"1562",2006,5,14,"Philippines",55
"1563",2006,5,14,"Singapore",122
"1564",2006,5,14,"Venezuela",169
"1565",2006,5,21,"Argentina",24
"1566",2006,5,21,"Bolivia",41
"1567",2006,5,21,"Brazil",118
"1568",2006,5,21,"India",25
"1569",2006,5,21,"Indonesia",22
"1570",2006,5,21,"Mexico",63
"1571",2006,5,21,"Philippines",56
"1572",2006,5,21,"Singapore",151
"1573",2006,5,21,"Venezuela",176
"1574",2006,5,28,"Argentina",22
"1575",2006,5,28,"Bolivia",27
"1576",2006,5,28,"Brazil",132
"1577",2006,5,28,"India",18
"1578",2006,5,28,"Indonesia",176
"1579",2006,5,28,"Mexico",67
"1580",2006,5,28,"Philippines",62
"1581",2006,5,28,"Singapore",131
"1582",2006,5,28,"Venezuela",193
"1583",2006,6,4,"Argentina",27
"1584",2006,6,4,"Bolivia",22
"1585",2006,6,4,"Brazil",9
"1586",2006,6,4,"India",32
"1587",2006,6,4,"Indonesia",173
"1588",2006,6,4,"Mexico",71
"1589",2006,6,4,"Philippines",6
"1590",2006,6,4,"Singapore",118
"1591",2006,6,4,"Venezuela",193
"1592",2006,6,11,"Argentina",24
"1593",2006,6,11,"Bolivia",24
"1594",2006,6,11,"Brazil",63
"1595",2006,6,11,"India",36
"1596",2006,6,11,"Indonesia",167
"1597",2006,6,11,"Mexico",86
"1598",2006,6,11,"Philippines",57
"1599",2006,6,11,"Singapore",135
"1600",2006,6,11,"Venezuela",204
"1601",2006,6,18,"Argentina",22
"1602",2006,6,18,"Bolivia",2
"1603",2006,6,18,"Brazil",83
"1604",2006,6,18,"India",45
"1605",2006,6,18,"Indonesia",181
"1606",2006,6,18,"Mexico",74
"1607",2006,6,18,"Philippines",66
"1608",2006,6,18,"Singapore",153
"1609",2006,6,18,"Venezuela",207
"1610",2006,6,25,"Argentina",24
"1611",2006,6,25,"Bolivia",28
"1612",2006,6,25,"Brazil",66
"1613",2006,6,25,"India",51
"1614",2006,6,25,"Indonesia",225
"1615",2006,6,25,"Mexico",77
"1616",2006,6,25,"Philippines",66
"1617",2006,6,25,"Singapore",172
"1618",2006,6,25,"Venezuela",201
"1619",2006,7,2,"Argentina",19
"1620",2006,7,2,"Bolivia",24
"1621",2006,7,2,"Brazil",45
"1622",2006,7,2,"India",63
"1623",2006,7,2,"Indonesia",18
"1624",2006,7,2,"Mexico",6
"1625",2006,7,2,"Philippines",81
"1626",2006,7,2,"Singapore",173
"1627",2006,7,2,"Venezuela",173
"1628",2006,7,9,"Argentina",14
"1629",2006,7,9,"Bolivia",23
"1630",2006,7,9,"Brazil",44
"1631",2006,7,9,"India",53
"1632",2006,7,9,"Indonesia",153
"1633",2006,7,9,"Mexico",84
"1634",2006,7,9,"Philippines",123
"1635",2006,7,9,"Singapore",144
"1636",2006,7,9,"Venezuela",171
"1637",2006,7,16,"Argentina",14
"1638",2006,7,16,"Bolivia",15
"1639",2006,7,16,"Brazil",45
"1640",2006,7,16,"India",57
"1641",2006,7,16,"Indonesia",148
"1642",2006,7,16,"Mexico",106
"1643",2006,7,16,"Philippines",131
"1644",2006,7,16,"Singapore",126
"1645",2006,7,16,"Venezuela",161
"1646",2006,7,23,"Argentina",12
"1647",2006,7,23,"Bolivia",11
"1648",2006,7,23,"Brazil",46
"1649",2006,7,23,"India",63
"1650",2006,7,23,"Indonesia",185
"1651",2006,7,23,"Mexico",99
"1652",2006,7,23,"Philippines",149
"1653",2006,7,23,"Singapore",134
"1654",2006,7,23,"Venezuela",147
"1655",2006,7,30,"Argentina",1
"1656",2006,7,30,"Bolivia",5
"1657",2006,7,30,"Brazil",23
"1658",2006,7,30,"India",68
"1659",2006,7,30,"Indonesia",23
"1660",2006,7,30,"Mexico",106
"1661",2006,7,30,"Philippines",16
"1662",2006,7,30,"Singapore",113
"1663",2006,7,30,"Venezuela",149
"1664",2006,8,6,"Argentina",12
"1665",2006,8,6,"Bolivia",6
"1666",2006,8,6,"Brazil",39
"1667",2006,8,6,"India",57
"1668",2006,8,6,"Indonesia",172
"1669",2006,8,6,"Mexico",103
"1670",2006,8,6,"Philippines",149
"1671",2006,8,6,"Singapore",119
"1672",2006,8,6,"Venezuela",152
"1673",2006,8,13,"Argentina",12
"1674",2006,8,13,"Bolivia",5
"1675",2006,8,13,"Brazil",34
"1676",2006,8,13,"India",64
"1677",2006,8,13,"Indonesia",132
"1678",2006,8,13,"Mexico",124
"1679",2006,8,13,"Philippines",149
"1680",2006,8,13,"Singapore",129
"1681",2006,8,13,"Venezuela",15
"1682",2006,8,20,"Argentina",12
"1683",2006,8,20,"Bolivia",8
"1684",2006,8,20,"Brazil",43
"1685",2006,8,20,"India",76
"1686",2006,8,20,"Indonesia",169
"1687",2006,8,20,"Mexico",106
"1688",2006,8,20,"Philippines",209
"1689",2006,8,20,"Singapore",119
"1690",2006,8,20,"Venezuela",15
"1691",2006,8,27,"Argentina",17
"1692",2006,8,27,"Bolivia",16
"1693",2006,8,27,"Brazil",41
"1694",2006,8,27,"India",85
"1695",2006,8,27,"Indonesia",159
"1696",2006,8,27,"Mexico",129
"1697",2006,8,27,"Philippines",214
"1698",2006,8,27,"Singapore",104
"1699",2006,8,27,"Venezuela",15
"1700",2006,9,3,"Argentina",14
"1701",2006,9,3,"Bolivia",15
"1702",2006,9,3,"Brazil",26
"1703",2006,9,3,"India",88
"1704",2006,9,3,"Indonesia",157
"1705",2006,9,3,"Mexico",126
"1706",2006,9,3,"Philippines",293
"1707",2006,9,3,"Singapore",95
"1708",2006,9,3,"Venezuela",147
"1709",2006,9,10,"Argentina",14
"1710",2006,9,10,"Bolivia",8
"1711",2006,9,10,"Brazil",36
"1712",2006,9,10,"India",141
"1713",2006,9,10,"Indonesia",17
"1714",2006,9,10,"Mexico",151
"1715",2006,9,10,"Philippines",459
"1716",2006,9,10,"Singapore",107
"1717",2006,9,10,"Venezuela",148
"1718",2006,9,17,"Argentina",17
"1719",2006,9,17,"Bolivia",7
"1720",2006,9,17,"Brazil",43
"1721",2006,9,17,"India",16
"1722",2006,9,17,"Indonesia",19
"1723",2006,9,17,"Mexico",193
"1724",2006,9,17,"Philippines",43
"1725",2006,9,17,"Singapore",115
"1726",2006,9,17,"Venezuela",15
"1727",2006,9,24,"Argentina",17
"1728",2006,9,24,"Bolivia",7
"1729",2006,9,24,"Brazil",31
"1730",2006,9,24,"India",279
"1731",2006,9,24,"Indonesia",215
"1732",2006,9,24,"Mexico",221
"1733",2006,9,24,"Philippines",448
"1734",2006,9,24,"Singapore",119
"1735",2006,9,24,"Venezuela",146
"1736",2006,10,1,"Argentina",19
"1737",2006,10,1,"Bolivia",17
"1738",2006,10,1,"Brazil",26
"1739",2006,10,1,"India",466
"1740",2006,10,1,"Indonesia",192
"1741",2006,10,1,"Mexico",218
"1742",2006,10,1,"Philippines",346
"1743",2006,10,1,"Singapore",135
"1744",2006,10,1,"Venezuela",159
"1745",2006,10,8,"Argentina",17
"1746",2006,10,8,"Bolivia",43
"1747",2006,10,8,"Brazil",22
"1748",2006,10,8,"India",6
"1749",2006,10,8,"Indonesia",174
"1750",2006,10,8,"Mexico",202
"1751",2006,10,8,"Philippines",313
"1752",2006,10,8,"Singapore",132
"1753",2006,10,8,"Venezuela",165
"1754",2006,10,15,"Argentina",17
"1755",2006,10,15,"Bolivia",29
"1756",2006,10,15,"Brazil",32
"1757",2006,10,15,"India",913
"1758",2006,10,15,"Indonesia",99
"1759",2006,10,15,"Mexico",204
"1760",2006,10,15,"Philippines",296
"1761",2006,10,15,"Singapore",138
"1762",2006,10,15,"Venezuela",181
"1763",2006,10,22,"Argentina",19
"1764",2006,10,22,"Bolivia",23
"1765",2006,10,22,"Brazil",43
"1766",2006,10,22,"India",967
"1767",2006,10,22,"Indonesia",1
"1768",2006,10,22,"Mexico",166
"1769",2006,10,22,"Philippines",211
"1770",2006,10,22,"Singapore",139
"1771",2006,10,22,"Venezuela",177
"1772",2006,10,29,"Argentina",24
"1773",2006,10,29,"Bolivia",18
"1774",2006,10,29,"Brazil",36
"1775",2006,10,29,"India",917
"1776",2006,10,29,"Indonesia",167
"1777",2006,10,29,"Mexico",157
"1778",2006,10,29,"Philippines",187
"1779",2006,10,29,"Singapore",139
"1780",2006,10,29,"Venezuela",206
"1781",2006,11,5,"Argentina",22
"1782",2006,11,5,"Bolivia",2
"1783",2006,11,5,"Brazil",41
"1784",2006,11,5,"India",677
"1785",2006,11,5,"Indonesia",19
"1786",2006,11,5,"Mexico",156
"1787",2006,11,5,"Philippines",168
"1788",2006,11,5,"Singapore",116
"1789",2006,11,5,"Venezuela",203
"1790",2006,11,12,"Argentina",22
"1791",2006,11,12,"Bolivia",16
"1792",2006,11,12,"Brazil",54
"1793",2006,11,12,"India",519
"1794",2006,11,12,"Indonesia",2
"1795",2006,11,12,"Mexico",108
"1796",2006,11,12,"Philippines",166
"1797",2006,11,12,"Singapore",108
"1798",2006,11,12,"Venezuela",191
"1799",2006,11,19,"Argentina",19
"1800",2006,11,19,"Bolivia",14
"1801",2006,11,19,"Brazil",69
"1802",2006,11,19,"India",388
"1803",2006,11,19,"Indonesia",192
"1804",2006,11,19,"Mexico",112
"1805",2006,11,19,"Philippines",129
"1806",2006,11,19,"Singapore",1
"1807",2006,11,19,"Venezuela",216
"1808",2006,11,26,"Argentina",19
"1809",2006,11,26,"Bolivia",22
"1810",2006,11,26,"Brazil",52
"1811",2006,11,26,"India",305
"1812",2006,11,26,"Indonesia",215
"1813",2006,11,26,"Mexico",1
"1814",2006,11,26,"Philippines",114
"1815",2006,11,26,"Singapore",106
"1816",2006,11,26,"Venezuela",182
"1817",2006,12,3,"Argentina",14
"1818",2006,12,3,"Bolivia",14
"1819",2006,12,3,"Brazil",42
"1820",2006,12,3,"India",233
"1821",2006,12,3,"Indonesia",205
"1822",2006,12,3,"Mexico",85
"1823",2006,12,3,"Philippines",119
"1824",2006,12,3,"Singapore",111
"1825",2006,12,3,"Venezuela",183
"1826",2006,12,10,"Argentina",12
"1827",2006,12,10,"Bolivia",12
"1828",2006,12,10,"Brazil",54
"1829",2006,12,10,"India",174
"1830",2006,12,10,"Indonesia",176
"1831",2006,12,10,"Mexico",87
"1832",2006,12,10,"Philippines",117
"1833",2006,12,10,"Singapore",105
"1834",2006,12,10,"Venezuela",203
"1835",2006,12,17,"Argentina",1
"1836",2006,12,17,"Bolivia",8
"1837",2006,12,17,"Brazil",5
"1838",2006,12,17,"India",156
"1839",2006,12,17,"Indonesia",172
"1840",2006,12,17,"Mexico",62
"1841",2006,12,17,"Philippines",11
"1842",2006,12,17,"Singapore",1
"1843",2006,12,17,"Venezuela",199
"1844",2006,12,24,"Argentina",1
"1845",2006,12,24,"Bolivia",5
"1846",2006,12,24,"Brazil",59
"1847",2006,12,24,"India",179
"1848",2006,12,24,"Indonesia",19
"1849",2006,12,24,"Mexico",53
"1850",2006,12,24,"Philippines",11
"1851",2006,12,24,"Singapore",105
"1852",2006,12,24,"Venezuela",204
"1853",2006,12,31,"Argentina",1
"1854",2006,12,31,"Bolivia",4
"1855",2006,12,31,"Brazil",67
"1856",2006,12,31,"India",19
"1857",2006,12,31,"Indonesia",196
"1858",2006,12,31,"Mexico",58
"1859",2006,12,31,"Philippines",113
"1860",2006,12,31,"Singapore",127
"1861",2006,12,31,"Venezuela",23
"1862",2007,1,7,"Argentina",1
"1863",2007,1,7,"Bolivia",6
"1864",2007,1,7,"Brazil",68
"1865",2007,1,7,"India",161
"1866",2007,1,7,"Indonesia",236
"1867",2007,1,7,"Mexico",61
"1868",2007,1,7,"Philippines",115
"1869",2007,1,7,"Singapore",117
"1870",2007,1,7,"Venezuela",258
"1871",2007,1,14,"Argentina",14
"1872",2007,1,14,"Bolivia",27
"1873",2007,1,14,"Brazil",63
"1874",2007,1,14,"India",128
"1875",2007,1,14,"Indonesia",224
"1876",2007,1,14,"Mexico",61
"1877",2007,1,14,"Philippines",103
"1878",2007,1,14,"Singapore",107
"1879",2007,1,14,"Venezuela",225
"1880",2007,1,21,"Argentina",31
"1881",2007,1,21,"Bolivia",37
"1882",2007,1,21,"Brazil",97
"1883",2007,1,21,"India",68
"1884",2007,1,21,"Indonesia",383
"1885",2007,1,21,"Mexico",58
"1886",2007,1,21,"Philippines",107
"1887",2007,1,21,"Singapore",106
"1888",2007,1,21,"Venezuela",222
"1889",2007,1,28,"Argentina",77
"1890",2007,1,28,"Bolivia",8
"1891",2007,1,28,"Brazil",145
"1892",2007,1,28,"India",66
"1893",2007,1,28,"Indonesia",66
"1894",2007,1,28,"Mexico",57
"1895",2007,1,28,"Philippines",103
"1896",2007,1,28,"Singapore",111
"1897",2007,1,28,"Venezuela",248
"1898",2007,2,4,"Argentina",96
"1899",2007,2,4,"Bolivia",135
"1900",2007,2,4,"Brazil",13
"1901",2007,2,4,"India",7
"1902",2007,2,4,"Indonesia",613
"1903",2007,2,4,"Mexico",53
"1904",2007,2,4,"Philippines",106
"1905",2007,2,4,"Singapore",11
"1906",2007,2,4,"Venezuela",233
"1907",2007,2,11,"Argentina",84
"1908",2007,2,11,"Bolivia",145
"1909",2007,2,11,"Brazil",143
"1910",2007,2,11,"India",59
"1911",2007,2,11,"Indonesia",592
"1912",2007,2,11,"Mexico",48
"1913",2007,2,11,"Philippines",104
"1914",2007,2,11,"Singapore",105
"1915",2007,2,11,"Venezuela",191
"1916",2007,2,18,"Argentina",92
"1917",2007,2,18,"Bolivia",158
"1918",2007,2,18,"Brazil",164
"1919",2007,2,18,"India",4
"1920",2007,2,18,"Indonesia",562
"1921",2007,2,18,"Mexico",6
"1922",2007,2,18,"Philippines",91
"1923",2007,2,18,"Singapore",111
"1924",2007,2,18,"Venezuela",206
"1925",2007,2,25,"Argentina",195
"1926",2007,2,25,"Bolivia",172
"1927",2007,2,25,"Brazil",18
"1928",2007,2,25,"India",42
"1929",2007,2,25,"Indonesia",567
"1930",2007,2,25,"Mexico",66
"1931",2007,2,25,"Philippines",85
"1932",2007,2,25,"Singapore",117
"1933",2007,2,25,"Venezuela",207
"1934",2007,3,4,"Argentina",407
"1935",2007,3,4,"Bolivia",202
"1936",2007,3,4,"Brazil",213
"1937",2007,3,4,"India",44
"1938",2007,3,4,"Indonesia",44
"1939",2007,3,4,"Mexico",71
"1940",2007,3,4,"Philippines",88
"1941",2007,3,4,"Singapore",106
"1942",2007,3,4,"Venezuela",199
"1943",2007,3,11,"Argentina",694
"1944",2007,3,11,"Bolivia",199
"1945",2007,3,11,"Brazil",277
"1946",2007,3,11,"India",43
"1947",2007,3,11,"Indonesia",341
"1948",2007,3,11,"Mexico",81
"1949",2007,3,11,"Philippines",83
"1950",2007,3,11,"Singapore",104
"1951",2007,3,11,"Venezuela",169
"1952",2007,3,18,"Argentina",933
"1953",2007,3,18,"Bolivia",127
"1954",2007,3,18,"Brazil",306
"1955",2007,3,18,"India",27
"1956",2007,3,18,"Indonesia",371
"1957",2007,3,18,"Mexico",72
"1958",2007,3,18,"Philippines",76
"1959",2007,3,18,"Singapore",108
"1960",2007,3,18,"Venezuela",182
"1961",2007,3,25,"Argentina",561
"1962",2007,3,25,"Bolivia",107
"1963",2007,3,25,"Brazil",317
"1964",2007,3,25,"India",32
"1965",2007,3,25,"Indonesia",287
"1966",2007,3,25,"Mexico",79
"1967",2007,3,25,"Philippines",76
"1968",2007,3,25,"Singapore",113
"1969",2007,3,25,"Venezuela",177
"1970",2007,4,1,"Argentina",301
"1971",2007,4,1,"Bolivia",109
"1972",2007,4,1,"Brazil",342
"1973",2007,4,1,"India",26
"1974",2007,4,1,"Indonesia",42
"1975",2007,4,1,"Mexico",58
"1976",2007,4,1,"Philippines",72
"1977",2007,4,1,"Singapore",109
"1978",2007,4,1,"Venezuela",173
"1979",2007,4,8,"Argentina",316
"1980",2007,4,8,"Bolivia",93
"1981",2007,4,8,"Brazil",364
"1982",2007,4,8,"India",23
"1983",2007,4,8,"Indonesia",427
"1984",2007,4,8,"Mexico",66
"1985",2007,4,8,"Philippines",71
"1986",2007,4,8,"Singapore",111
"1987",2007,4,8,"Venezuela",183
"1988",2007,4,15,"Argentina",325
"1989",2007,4,15,"Bolivia",82
"1990",2007,4,15,"Brazil",384
"1991",2007,4,15,"India",19
"1992",2007,4,15,"Indonesia",392
"1993",2007,4,15,"Mexico",83
"1994",2007,4,15,"Philippines",68
"1995",2007,4,15,"Singapore",148
"1996",2007,4,15,"Venezuela",166
"1997",2007,4,22,"Argentina",207
"1998",2007,4,22,"Bolivia",89
"1999",2007,4,22,"Brazil",393
"2000",2007,4,22,"India",28
"2001",2007,4,22,"Indonesia",352
"2002",2007,4,22,"Mexico",68
"2003",2007,4,22,"Philippines",7
"2004",2007,4,22,"Singapore",142
"2005",2007,4,22,"Venezuela",162
"2006",2007,4,29,"Argentina",128
"2007",2007,4,29,"Bolivia",81
"2008",2007,4,29,"Brazil",333
"2009",2007,4,29,"India",3
"2010",2007,4,29,"Indonesia",487
"2011",2007,4,29,"Mexico",73
"2012",2007,4,29,"Philippines",63
"2013",2007,4,29,"Singapore",191
"2014",2007,4,29,"Venezuela",156
"2015",2007,5,6,"Argentina",104
"2016",2007,5,6,"Bolivia",46
"2017",2007,5,6,"Brazil",269
"2018",2007,5,6,"India",31
"2019",2007,5,6,"Indonesia",348
"2020",2007,5,6,"Mexico",56
"2021",2007,5,6,"Philippines",62
"2022",2007,5,6,"Singapore",188
"2023",2007,5,6,"Venezuela",179
"2024",2007,5,13,"Argentina",7
"2025",2007,5,13,"Bolivia",59
"2026",2007,5,13,"Brazil",253
"2027",2007,5,13,"India",29
"2028",2007,5,13,"Indonesia",299
"2029",2007,5,13,"Mexico",61
"2030",2007,5,13,"Philippines",61
"2031",2007,5,13,"Singapore",213
"2032",2007,5,13,"Venezuela",174
"2033",2007,5,20,"Argentina",53
"2034",2007,5,20,"Bolivia",64
"2035",2007,5,20,"Brazil",221
"2036",2007,5,20,"India",46
"2037",2007,5,20,"Indonesia",322
"2038",2007,5,20,"Mexico",7
"2039",2007,5,20,"Philippines",63
"2040",2007,5,20,"Singapore",287
"2041",2007,5,20,"Venezuela",163
"2042",2007,5,27,"Argentina",55
"2043",2007,5,27,"Bolivia",49
"2044",2007,5,27,"Brazil",173
"2045",2007,5,27,"India",45
"2046",2007,5,27,"Indonesia",321
"2047",2007,5,27,"Mexico",81
"2048",2007,5,27,"Philippines",72
"2049",2007,5,27,"Singapore",293
"2050",2007,5,27,"Venezuela",17
"2051",2007,6,3,"Argentina",51
"2052",2007,6,3,"Bolivia",37
"2053",2007,6,3,"Brazil",146
"2054",2007,6,3,"India",6
"2055",2007,6,3,"Indonesia",317
"2056",2007,6,3,"Mexico",91
"2057",2007,6,3,"Philippines",71
"2058",2007,6,3,"Singapore",263
"2059",2007,6,3,"Venezuela",189
"2060",2007,6,10,"Argentina",53
"2061",2007,6,10,"Bolivia",29
"2062",2007,6,10,"Brazil",18
"2063",2007,6,10,"India",82
"2064",2007,6,10,"Indonesia",25
"2065",2007,6,10,"Mexico",96
"2066",2007,6,10,"Philippines",68
"2067",2007,6,10,"Singapore",284
"2068",2007,6,10,"Venezuela",189
"2069",2007,6,17,"Argentina",43
"2070",2007,6,17,"Bolivia",22
"2071",2007,6,17,"Brazil",13
"2072",2007,6,17,"India",1
"2073",2007,6,17,"Indonesia",23
"2074",2007,6,17,"Mexico",1
"2075",2007,6,17,"Philippines",78
"2076",2007,6,17,"Singapore",347
"2077",2007,6,17,"Venezuela",224
"2078",2007,6,24,"Argentina",39
"2079",2007,6,24,"Bolivia",24
"2080",2007,6,24,"Brazil",101
"2081",2007,6,24,"India",116
"2082",2007,6,24,"Indonesia",188
"2083",2007,6,24,"Mexico",115
"2084",2007,6,24,"Philippines",11
"2085",2007,6,24,"Singapore",434
"2086",2007,6,24,"Venezuela",203
"2087",2007,7,1,"Argentina",24
"2088",2007,7,1,"Bolivia",24
"2089",2007,7,1,"Brazil",88
"2090",2007,7,1,"India",105
"2091",2007,7,1,"Indonesia",213
"2092",2007,7,1,"Mexico",104
"2093",2007,7,1,"Philippines",138
"2094",2007,7,1,"Singapore",413
"2095",2007,7,1,"Venezuela",22
"2096",2007,7,8,"Argentina",19
"2097",2007,7,8,"Bolivia",17
"2098",2007,7,8,"Brazil",1
"2099",2007,7,8,"India",136
"2100",2007,7,8,"Indonesia",181
"2101",2007,7,8,"Mexico",106
"2102",2007,7,8,"Philippines",168
"2103",2007,7,8,"Singapore",406
"2104",2007,7,8,"Venezuela",234
"2105",2007,7,15,"Argentina",19
"2106",2007,7,15,"Bolivia",17
"2107",2007,7,15,"Brazil",87
"2108",2007,7,15,"India",129
"2109",2007,7,15,"Indonesia",22
"2110",2007,7,15,"Mexico",116
"2111",2007,7,15,"Philippines",223
"2112",2007,7,15,"Singapore",377
"2113",2007,7,15,"Venezuela",262
"2114",2007,7,22,"Argentina",19
"2115",2007,7,22,"Bolivia",18
"2116",2007,7,22,"Brazil",75
"2117",2007,7,22,"India",97
"2118",2007,7,22,"Indonesia",214
"2119",2007,7,22,"Mexico",118
"2120",2007,7,22,"Philippines",208
"2121",2007,7,22,"Singapore",33
"2122",2007,7,22,"Venezuela",288
"2123",2007,7,29,"Argentina",17
"2124",2007,7,29,"Bolivia",19
"2125",2007,7,29,"Brazil",74
"2126",2007,7,29,"India",87
"2127",2007,7,29,"Indonesia",215
"2128",2007,7,29,"Mexico",104
"2129",2007,7,29,"Philippines",158
"2130",2007,7,29,"Singapore",339
"2131",2007,7,29,"Venezuela",309
"2132",2007,8,5,"Argentina",17
"2133",2007,8,5,"Bolivia",22
"2134",2007,8,5,"Brazil",45
"2135",2007,8,5,"India",1
"2136",2007,8,5,"Indonesia",234
"2137",2007,8,5,"Mexico",123
"2138",2007,8,5,"Philippines",161
"2139",2007,8,5,"Singapore",232
"2140",2007,8,5,"Venezuela",345
"2141",2007,8,12,"Argentina",19
"2142",2007,8,12,"Bolivia",19
"2143",2007,8,12,"Brazil",5
"2144",2007,8,12,"India",106
"2145",2007,8,12,"Indonesia",197
"2146",2007,8,12,"Mexico",149
"2147",2007,8,12,"Philippines",196
"2148",2007,8,12,"Singapore",214
"2149",2007,8,12,"Venezuela",346
"2150",2007,8,19,"Argentina",17
"2151",2007,8,19,"Bolivia",19
"2152",2007,8,19,"Brazil",51
"2153",2007,8,19,"India",134
"2154",2007,8,19,"Indonesia",224
"2155",2007,8,19,"Mexico",133
"2156",2007,8,19,"Philippines",199
"2157",2007,8,19,"Singapore",192
"2158",2007,8,19,"Venezuela",388
"2159",2007,8,26,"Argentina",22
"2160",2007,8,26,"Bolivia",14
"2161",2007,8,26,"Brazil",54
"2162",2007,8,26,"India",118
"2163",2007,8,26,"Indonesia",209
"2164",2007,8,26,"Mexico",178
"2165",2007,8,26,"Philippines",188
"2166",2007,8,26,"Singapore",176
"2167",2007,8,26,"Venezuela",366
"2168",2007,9,2,"Argentina",22
"2169",2007,9,2,"Bolivia",12
"2170",2007,9,2,"Brazil",68
"2171",2007,9,2,"India",128
"2172",2007,9,2,"Indonesia",179
"2173",2007,9,2,"Mexico",186
"2174",2007,9,2,"Philippines",205
"2175",2007,9,2,"Singapore",192
"2176",2007,9,2,"Venezuela",375
"2177",2007,9,9,"Argentina",19
"2178",2007,9,9,"Bolivia",13
"2179",2007,9,9,"Brazil",65
"2180",2007,9,9,"India",151
"2181",2007,9,9,"Indonesia",176
"2182",2007,9,9,"Mexico",192
"2183",2007,9,9,"Philippines",189
"2184",2007,9,9,"Singapore",224
"2185",2007,9,9,"Venezuela",353
"2186",2007,9,16,"Argentina",17
"2187",2007,9,16,"Bolivia",1
"2188",2007,9,16,"Brazil",62
"2189",2007,9,16,"India",159
"2190",2007,9,16,"Indonesia",233
"2191",2007,9,16,"Mexico",24
"2192",2007,9,16,"Philippines",225
"2193",2007,9,16,"Singapore",23
"2194",2007,9,16,"Venezuela",378
"2195",2007,9,23,"Argentina",34
"2196",2007,9,23,"Bolivia",9
"2197",2007,9,23,"Brazil",55
"2198",2007,9,23,"India",16
"2199",2007,9,23,"Indonesia",169
"2200",2007,9,23,"Mexico",274
"2201",2007,9,23,"Philippines",195
"2202",2007,9,23,"Singapore",186
"2203",2007,9,23,"Venezuela",359
"2204",2007,9,30,"Argentina",36
"2205",2007,9,30,"Bolivia",1
"2206",2007,9,30,"Brazil",59
"2207",2007,9,30,"India",174
"2208",2007,9,30,"Indonesia",174
"2209",2007,9,30,"Mexico",345
"2210",2007,9,30,"Philippines",248
"2211",2007,9,30,"Singapore",17
"2212",2007,9,30,"Venezuela",362
"2213",2007,10,7,"Argentina",29
"2214",2007,10,7,"Bolivia",2
"2215",2007,10,7,"Brazil",79
"2216",2007,10,7,"India",205
"2217",2007,10,7,"Indonesia",111
"2218",2007,10,7,"Mexico",363
"2219",2007,10,7,"Philippines",24
"2220",2007,10,7,"Singapore",151
"2221",2007,10,7,"Venezuela",385
"2222",2007,10,14,"Argentina",24
"2223",2007,10,14,"Bolivia",3
"2224",2007,10,14,"Brazil",119
"2225",2007,10,14,"India",197
"2226",2007,10,14,"Indonesia",126
"2227",2007,10,14,"Mexico",488
"2228",2007,10,14,"Philippines",18
"2229",2007,10,14,"Singapore",126
"2230",2007,10,14,"Venezuela",434
"2231",2007,10,21,"Argentina",34
"2232",2007,10,21,"Bolivia",21
"2233",2007,10,21,"Brazil",121
"2234",2007,10,21,"India",172
"2235",2007,10,21,"Indonesia",187
"2236",2007,10,21,"Mexico",586
"2237",2007,10,21,"Philippines",212
"2238",2007,10,21,"Singapore",135
"2239",2007,10,21,"Venezuela",43
"2240",2007,10,28,"Argentina",41
"2241",2007,10,28,"Bolivia",17
"2242",2007,10,28,"Brazil",122
"2243",2007,10,28,"India",139
"2244",2007,10,28,"Indonesia",201
"2245",2007,10,28,"Mexico",529
"2246",2007,10,28,"Philippines",2
"2247",2007,10,28,"Singapore",124
"2248",2007,10,28,"Venezuela",417
"2249",2007,11,4,"Argentina",31
"2250",2007,11,4,"Bolivia",16
"2251",2007,11,4,"Brazil",125
"2252",2007,11,4,"India",11
"2253",2007,11,4,"Indonesia",222
"2254",2007,11,4,"Mexico",397
"2255",2007,11,4,"Philippines",19
"2256",2007,11,4,"Singapore",12
"2257",2007,11,4,"Venezuela",441
"2258",2007,11,11,"Argentina",34
"2259",2007,11,11,"Bolivia",14
"2260",2007,11,11,"Brazil",99
"2261",2007,11,11,"India",109
"2262",2007,11,11,"Indonesia",195
"2263",2007,11,11,"Mexico",287
"2264",2007,11,11,"Philippines",17
"2265",2007,11,11,"Singapore",111
"2266",2007,11,11,"Venezuela",457
"2267",2007,11,18,"Argentina",27
"2268",2007,11,18,"Bolivia",15
"2269",2007,11,18,"Brazil",134
"2270",2007,11,18,"India",116
"2271",2007,11,18,"Indonesia",245
"2272",2007,11,18,"Mexico",214
"2273",2007,11,18,"Philippines",152
"2274",2007,11,18,"Singapore",11
"2275",2007,11,18,"Venezuela",435
"2276",2007,11,25,"Argentina",24
"2277",2007,11,25,"Bolivia",14
"2278",2007,11,25,"Brazil",131
"2279",2007,11,25,"India",88
"2280",2007,11,25,"Indonesia",192
"2281",2007,11,25,"Mexico",162
"2282",2007,11,25,"Philippines",139
"2283",2007,11,25,"Singapore",116
"2284",2007,11,25,"Venezuela",411
"2285",2007,12,2,"Argentina",24
"2286",2007,12,2,"Bolivia",16
"2287",2007,12,2,"Brazil",123
"2288",2007,12,2,"India",72
"2289",2007,12,2,"Indonesia",225
"2290",2007,12,2,"Mexico",159
"2291",2007,12,2,"Philippines",169
"2292",2007,12,2,"Singapore",115
"2293",2007,12,2,"Venezuela",408
"2294",2007,12,9,"Argentina",19
"2295",2007,12,9,"Bolivia",15
