"","Year","Month","Day","Country","dengue_cases"
"3091",2009,7,12,"Singapore",111
"3092",2009,7,12,"Thailand",189
"3093",2009,7,12,"Venezuela",187
"3094",2009,7,19,"Argentina",106
"3095",2009,7,19,"Bolivia",77
"3096",2009,7,19,"Brazil",49
"3097",2009,7,19,"India",64
"3098",2009,7,19,"Indonesia",159
"3099",2009,7,19,"Mexico",117
"3100",2009,7,19,"Philippines",16
"3101",2009,7,19,"Singapore",105
"3102",2009,7,19,"Thailand",17
"3103",2009,7,19,"Venezuela",183
"3104",2009,7,26,"Argentina",159
"3105",2009,7,26,"Bolivia",69
"3106",2009,7,26,"Brazil",52
"3107",2009,7,26,"India",64
"3108",2009,7,26,"Indonesia",147
"3109",2009,7,26,"Mexico",121
"3110",2009,7,26,"Philippines",14
"3111",2009,7,26,"Singapore",1
"3112",2009,7,26,"Thailand",145
"3113",2009,7,26,"Venezuela",192
"3114",2009,8,2,"Argentina",169
"3115",2009,8,2,"Bolivia",49
"3116",2009,8,2,"Brazil",55
"3117",2009,8,2,"India",84
"3118",2009,8,2,"Indonesia",161
"3119",2009,8,2,"Mexico",18
"3120",2009,8,2,"Philippines",131
"3121",2009,8,2,"Singapore",107
"3122",2009,8,2,"Thailand",147
"3123",2009,8,2,"Venezuela",191
"3124",2009,8,9,"Argentina",142
"3125",2009,8,9,"Bolivia",58
"3126",2009,8,9,"Brazil",58
"3127",2009,8,9,"India",96
"3128",2009,8,9,"Indonesia",177
"3129",2009,8,9,"Mexico",198
"3130",2009,8,9,"Philippines",126
"3131",2009,8,9,"Singapore",98
"3132",2009,8,9,"Thailand",144
"3133",2009,8,9,"Venezuela",195
"3134",2009,8,16,"Argentina",152
"3135",2009,8,16,"Bolivia",66
"3136",2009,8,16,"Brazil",78
"3137",2009,8,16,"India",106
"3138",2009,8,16,"Indonesia",133
"3139",2009,8,16,"Mexico",218
"3140",2009,8,16,"Philippines",143
"3141",2009,8,16,"Singapore",98
"3142",2009,8,16,"Thailand",165
"3143",2009,8,16,"Venezuela",201
"3144",2009,8,23,"Argentina",212
"3145",2009,8,23,"Bolivia",55
"3146",2009,8,23,"Brazil",79
"3147",2009,8,23,"India",114
"3148",2009,8,23,"Indonesia",151
"3149",2009,8,23,"Mexico",271
"3150",2009,8,23,"Philippines",156
"3151",2009,8,23,"Singapore",87
"3152",2009,8,23,"Thailand",168
"3153",2009,8,23,"Venezuela",23
"3154",2009,8,30,"Argentina",224
"3155",2009,8,30,"Bolivia",66
"3156",2009,8,30,"Brazil",76
"3157",2009,8,30,"India",98
"3158",2009,8,30,"Indonesia",145
"3159",2009,8,30,"Mexico",452
"3160",2009,8,30,"Philippines",171
"3161",2009,8,30,"Singapore",86
"3162",2009,8,30,"Thailand",139
"3163",2009,8,30,"Venezuela",239
"3164",2009,9,6,"Argentina",166
"3165",2009,9,6,"Bolivia",7
"3166",2009,9,6,"Brazil",64
"3167",2009,9,6,"India",112
"3168",2009,9,6,"Indonesia",136
"3169",2009,9,6,"Mexico",652
"3170",2009,9,6,"Philippines",176
"3171",2009,9,6,"Singapore",84
"3172",2009,9,6,"Thailand",137
"3173",2009,9,6,"Venezuela",252
"3174",2009,9,13,"Argentina",147
"3175",2009,9,13,"Bolivia",56
"3176",2009,9,13,"Brazil",8
"3177",2009,9,13,"India",125
"3178",2009,9,13,"Indonesia",116
"3179",2009,9,13,"Mexico",769
"3180",2009,9,13,"Philippines",184
"3181",2009,9,13,"Singapore",85
"3182",2009,9,13,"Thailand",125
"3183",2009,9,13,"Venezuela",252
"3184",2009,9,20,"Argentina",149
"3185",2009,9,20,"Bolivia",34
"3186",2009,9,20,"Brazil",65
"3187",2009,9,20,"India",14
"3188",2009,9,20,"Indonesia",108
"3189",2009,9,20,"Mexico",943
"3190",2009,9,20,"Philippines",186
"3191",2009,9,20,"Singapore",94
"3192",2009,9,20,"Thailand",104
"3193",2009,9,20,"Venezuela",28
"3194",2009,9,27,"Argentina",21
"3195",2009,9,27,"Bolivia",44
"3196",2009,9,27,"Brazil",63
"3197",2009,9,27,"India",173
"3198",2009,9,27,"Indonesia",135
"3199",2009,9,27,"Mexico",1
"3200",2009,9,27,"Philippines",161
"3201",2009,9,27,"Singapore",91
"3202",2009,9,27,"Thailand",93
"3203",2009,9,27,"Venezuela",347
"3204",2009,10,4,"Argentina",287
"3205",2009,10,4,"Bolivia",48
"3206",2009,10,4,"Brazil",53
"3207",2009,10,4,"India",215
"3208",2009,10,4,"Indonesia",138
"3209",2009,10,4,"Mexico",977
"3210",2009,10,4,"Philippines",167
"3211",2009,10,4,"Singapore",91
"3212",2009,10,4,"Thailand",8
"3213",2009,10,4,"Venezuela",405
"3214",2009,10,11,"Argentina",347
"3215",2009,10,11,"Bolivia",49
"3216",2009,10,11,"Brazil",44
"3217",2009,10,11,"India",241
"3218",2009,10,11,"Indonesia",139
"3219",2009,10,11,"Mexico",988
"3220",2009,10,11,"Philippines",159
"3221",2009,10,11,"Singapore",91
"3222",2009,10,11,"Thailand",69
"3223",2009,10,11,"Venezuela",473
"3224",2009,10,18,"Argentina",463
"3225",2009,10,18,"Bolivia",57
"3226",2009,10,18,"Brazil",74
"3227",2009,10,18,"India",292
"3228",2009,10,18,"Indonesia",135
"3229",2009,10,18,"Mexico",847
"3230",2009,10,18,"Philippines",147
"3231",2009,10,18,"Singapore",94
"3232",2009,10,18,"Thailand",66
"3233",2009,10,18,"Venezuela",586
"3234",2009,10,25,"Argentina",46
"3235",2009,10,25,"Bolivia",43
"3236",2009,10,25,"Brazil",86
"3237",2009,10,25,"India",335
"3238",2009,10,25,"Indonesia",141
"3239",2009,10,25,"Mexico",729
"3240",2009,10,25,"Philippines",194
"3241",2009,10,25,"Singapore",91
"3242",2009,10,25,"Thailand",71
"3243",2009,10,25,"Venezuela",637
"3244",2009,11,1,"Argentina",366
"3245",2009,11,1,"Bolivia",37
"3246",2009,11,1,"Brazil",109
"3247",2009,11,1,"India",316
"3248",2009,11,1,"Indonesia",158
"3249",2009,11,1,"Mexico",644
"3250",2009,11,1,"Philippines",15
"3251",2009,11,1,"Singapore",85
"3252",2009,11,1,"Thailand",9
"3253",2009,11,1,"Venezuela",656
"3254",2009,11,8,"Argentina",371
"3255",2009,11,8,"Bolivia",44
"3256",2009,11,8,"Brazil",118
"3257",2009,11,8,"India",267
"3258",2009,11,8,"Indonesia",146
"3259",2009,11,8,"Mexico",567
"3260",2009,11,8,"Philippines",146
"3261",2009,11,8,"Singapore",86
"3262",2009,11,8,"Thailand",102
"3263",2009,11,8,"Venezuela",681
"3264",2009,11,15,"Argentina",427
"3265",2009,11,15,"Bolivia",35
"3266",2009,11,15,"Brazil",122
"3267",2009,11,15,"India",206
"3268",2009,11,15,"Indonesia",143
"3269",2009,11,15,"Mexico",59
"3270",2009,11,15,"Philippines",154
"3271",2009,11,15,"Singapore",88
"3272",2009,11,15,"Thailand",112
"3273",2009,11,15,"Venezuela",69
"3274",2009,11,22,"Argentina",373
"3275",2009,11,22,"Bolivia",43
"3276",2009,11,22,"Brazil",142
"3277",2009,11,22,"India",17
"3278",2009,11,22,"Indonesia",123
"3279",2009,11,22,"Mexico",432
"3280",2009,11,22,"Philippines",177
"3281",2009,11,22,"Singapore",88
"3282",2009,11,22,"Thailand",107
"3283",2009,11,22,"Venezuela",729
"3284",2009,11,29,"Argentina",349
"3285",2009,11,29,"Bolivia",38
"3286",2009,11,29,"Brazil",121
"3287",2009,11,29,"India",125
"3288",2009,11,29,"Indonesia",153
"3289",2009,11,29,"Mexico",31
"3290",2009,11,29,"Philippines",17
"3291",2009,11,29,"Singapore",9
"3292",2009,11,29,"Thailand",97
"3293",2009,11,29,"Venezuela",626
"3294",2009,12,6,"Argentina",275
"3295",2009,12,6,"Bolivia",37
"3296",2009,12,6,"Brazil",103
"3297",2009,12,6,"India",105
"3298",2009,12,6,"Indonesia",144
"3299",2009,12,6,"Mexico",24
"3300",2009,12,6,"Philippines",164
"3301",2009,12,6,"Singapore",95
"3302",2009,12,6,"Thailand",87
"3303",2009,12,6,"Venezuela",573
"3304",2009,12,13,"Argentina",412
"3305",2009,12,13,"Bolivia",27
"3306",2009,12,13,"Brazil",11
"3307",2009,12,13,"India",8
"3308",2009,12,13,"Indonesia",141
"3309",2009,12,13,"Mexico",185
"3310",2009,12,13,"Philippines",15
"3311",2009,12,13,"Singapore",93
"3312",2009,12,13,"Thailand",93
"3313",2009,12,13,"Venezuela",502
"3314",2009,12,20,"Argentina",388
"3315",2009,12,20,"Bolivia",18
"3316",2009,12,20,"Brazil",108
"3317",2009,12,20,"India",69
"3318",2009,12,20,"Indonesia",129
"3319",2009,12,20,"Mexico",13
"3320",2009,12,20,"Philippines",135
"3321",2009,12,20,"Singapore",89
"3322",2009,12,20,"Thailand",89
"3323",2009,12,20,"Venezuela",45
"3324",2009,12,27,"Argentina",4
"3325",2009,12,27,"Bolivia",13
"3326",2009,12,27,"Brazil",127
"3327",2009,12,27,"India",67
"3328",2009,12,27,"Indonesia",13
"3329",2009,12,27,"Mexico",129
"3330",2009,12,27,"Philippines",177
"3331",2009,12,27,"Singapore",93
"3332",2009,12,27,"Thailand",77
"3333",2009,12,27,"Venezuela",434
"3334",2010,1,3,"Argentina",482
"3335",2010,1,3,"Bolivia",11
"3336",2010,1,3,"Brazil",161
"3337",2010,1,3,"India",71
"3338",2010,1,3,"Indonesia",15
"3339",2010,1,3,"Mexico",106
"3340",2010,1,3,"Philippines",175
"3341",2010,1,3,"Singapore",95
"3342",2010,1,3,"Thailand",79
"3343",2010,1,3,"Venezuela",471
"3344",2010,1,10,"Argentina",386
"3345",2010,1,10,"Bolivia",14
"3346",2010,1,10,"Brazil",185
"3347",2010,1,10,"India",57
"3348",2010,1,10,"Indonesia",178
"3349",2010,1,10,"Mexico",96
"3350",2010,1,10,"Philippines",17
"3351",2010,1,10,"Singapore",104
"3352",2010,1,10,"Thailand",96
"3353",2010,1,10,"Venezuela",414
"3354",2010,1,17,"Argentina",361
"3355",2010,1,17,"Bolivia",19
"3356",2010,1,17,"Brazil",199
"3357",2010,1,17,"India",51
"3358",2010,1,17,"Indonesia",17
"3359",2010,1,17,"Mexico",89
"3360",2010,1,17,"Philippines",151
"3361",2010,1,17,"Singapore",11
"3362",2010,1,17,"Thailand",95
"3363",2010,1,17,"Venezuela",395
"3364",2010,1,24,"Argentina",258
"3365",2010,1,24,"Bolivia",24
"3366",2010,1,24,"Brazil",212
"3367",2010,1,24,"India",45
"3368",2010,1,24,"Indonesia",167
"3369",2010,1,24,"Mexico",93
"3370",2010,1,24,"Philippines",166
"3371",2010,1,24,"Singapore",1
"3372",2010,1,24,"Thailand",93
"3373",2010,1,24,"Venezuela",371
"3374",2010,1,31,"Argentina",21
"3375",2010,1,31,"Bolivia",22
"3376",2010,1,31,"Brazil",257
"3377",2010,1,31,"India",41
"3378",2010,1,31,"Indonesia",174
"3379",2010,1,31,"Mexico",8
"3380",2010,1,31,"Philippines",169
"3381",2010,1,31,"Singapore",97
"3382",2010,1,31,"Thailand",96
"3383",2010,1,31,"Venezuela",362
"3384",2010,2,7,"Argentina",251
"3385",2010,2,7,"Bolivia",28
"3386",2010,2,7,"Brazil",318
"3387",2010,2,7,"India",41
"3388",2010,2,7,"Indonesia",168
"3389",2010,2,7,"Mexico",85
"3390",2010,2,7,"Philippines",146
"3391",2010,2,7,"Singapore",97
"3392",2010,2,7,"Thailand",94
"3393",2010,2,7,"Venezuela",337
"3394",2010,2,14,"Argentina",455
"3395",2010,2,14,"Bolivia",31
"3396",2010,2,14,"Brazil",37
"3397",2010,2,14,"India",38
"3398",2010,2,14,"Indonesia",164
"3399",2010,2,14,"Mexico",78
"3400",2010,2,14,"Philippines",148
"3401",2010,2,14,"Singapore",96
"3402",2010,2,14,"Thailand",96
"3403",2010,2,14,"Venezuela",345
"3404",2010,2,21,"Argentina",284
"3405",2010,2,21,"Bolivia",62
"3406",2010,2,21,"Brazil",583
"3407",2010,2,21,"India",27
"3408",2010,2,21,"Indonesia",153
"3409",2010,2,21,"Mexico",75
"3410",2010,2,21,"Philippines",138
"3411",2010,2,21,"Singapore",98
"3412",2010,2,21,"Thailand",95
"3413",2010,2,21,"Venezuela",373
"3414",2010,2,28,"Argentina",306
"3415",2010,2,28,"Bolivia",92
"3416",2010,2,28,"Brazil",596
"3417",2010,2,28,"India",2
"3418",2010,2,28,"Indonesia",161
"3419",2010,2,28,"Mexico",82
"3420",2010,2,28,"Philippines",125
"3421",2010,2,28,"Singapore",98
"3422",2010,2,28,"Thailand",102
"3423",2010,2,28,"Venezuela",361
"3424",2010,3,7,"Argentina",316
"3425",2010,3,7,"Bolivia",81
"3426",2010,3,7,"Brazil",626
"3427",2010,3,7,"India",16
"3428",2010,3,7,"Indonesia",168
"3429",2010,3,7,"Mexico",9
"3430",2010,3,7,"Philippines",12
"3431",2010,3,7,"Singapore",9
"3432",2010,3,7,"Thailand",107
"3433",2010,3,7,"Venezuela",366
"3434",2010,3,14,"Argentina",287
"3435",2010,3,14,"Bolivia",65
"3436",2010,3,14,"Brazil",623
"3437",2010,3,14,"India",17
"3438",2010,3,14,"Indonesia",167
"3439",2010,3,14,"Mexico",9
"3440",2010,3,14,"Philippines",138
"3441",2010,3,14,"Singapore",89
"3442",2010,3,14,"Thailand",96
"3443",2010,3,14,"Venezuela",375
"3444",2010,3,21,"Argentina",229
"3445",2010,3,21,"Bolivia",65
"3446",2010,3,21,"Brazil",652
"3447",2010,3,21,"India",17
"3448",2010,3,21,"Indonesia",161
"3449",2010,3,21,"Mexico",107
"3450",2010,3,21,"Philippines",113
"3451",2010,3,21,"Singapore",106
"3452",2010,3,21,"Thailand",95
"3453",2010,3,21,"Venezuela",35
"3454",2010,3,28,"Argentina",229
"3455",2010,3,28,"Bolivia",47
"3456",2010,3,28,"Brazil",586
"3457",2010,3,28,"India",12
"3458",2010,3,28,"Indonesia",154
"3459",2010,3,28,"Mexico",67
"3460",2010,3,28,"Philippines",117
"3461",2010,3,28,"Singapore",106
"3462",2010,3,28,"Thailand",82
"3463",2010,3,28,"Venezuela",325
"3464",2010,4,4,"Argentina",181
"3465",2010,4,4,"Bolivia",49
"3466",2010,4,4,"Brazil",623
"3467",2010,4,4,"India",13
"3468",2010,4,4,"Indonesia",158
"3469",2010,4,4,"Mexico",85
"3470",2010,4,4,"Philippines",97
"3471",2010,4,4,"Singapore",113
"3472",2010,4,4,"Thailand",72
"3473",2010,4,4,"Venezuela",351
"3474",2010,4,11,"Argentina",147
"3475",2010,4,11,"Bolivia",46
"3476",2010,4,11,"Brazil",62
"3477",2010,4,11,"India",9
"3478",2010,4,11,"Indonesia",154
"3479",2010,4,11,"Mexico",103
"3480",2010,4,11,"Philippines",89
"3481",2010,4,11,"Singapore",101
"3482",2010,4,11,"Thailand",69
"3483",2010,4,11,"Venezuela",349
"3484",2010,4,18,"Argentina",142
"3485",2010,4,18,"Bolivia",36
"3486",2010,4,18,"Brazil",499
"3487",2010,4,18,"India",13
"3488",2010,4,18,"Indonesia",151
"3489",2010,4,18,"Mexico",99
"3490",2010,4,18,"Philippines",97
"3491",2010,4,18,"Singapore",112
"3492",2010,4,18,"Thailand",78
"3493",2010,4,18,"Venezuela",369
"3494",2010,4,25,"Argentina",104
"3495",2010,4,25,"Bolivia",32
"3496",2010,4,25,"Brazil",465
"3497",2010,4,25,"India",14
"3498",2010,4,25,"Indonesia",158
"3499",2010,4,25,"Mexico",109
"3500",2010,4,25,"Philippines",107
"3501",2010,4,25,"Singapore",116
"3502",2010,4,25,"Thailand",96
"3503",2010,4,25,"Venezuela",42
"3504",2010,5,2,"Argentina",101
"3505",2010,5,2,"Bolivia",32
"3506",2010,5,2,"Brazil",482
"3507",2010,5,2,"India",13
"3508",2010,5,2,"Indonesia",133
"3509",2010,5,2,"Mexico",102
"3510",2010,5,2,"Philippines",109
"3511",2010,5,2,"Singapore",108
"3512",2010,5,2,"Thailand",97
"3513",2010,5,2,"Venezuela",464
"3514",2010,5,9,"Argentina",87
"3515",2010,5,9,"Bolivia",26
"3516",2010,5,9,"Brazil",396
"3517",2010,5,9,"India",16
"3518",2010,5,9,"Indonesia",139
"3519",2010,5,9,"Mexico",105
"3520",2010,5,9,"Philippines",1
"3521",2010,5,9,"Singapore",104
"3522",2010,5,9,"Thailand",114
"3523",2010,5,9,"Venezuela",582
"3524",2010,5,16,"Argentina",7
"3525",2010,5,16,"Bolivia",24
"3526",2010,5,16,"Brazil",349
"3527",2010,5,16,"India",23
"3528",2010,5,16,"Indonesia",144
"3529",2010,5,16,"Mexico",116
"3530",2010,5,16,"Philippines",113
"3531",2010,5,16,"Singapore",102
"3532",2010,5,16,"Thailand",17
"3533",2010,5,16,"Venezuela",744
"3534",2010,5,23,"Argentina",6
"3535",2010,5,23,"Bolivia",25
"3536",2010,5,23,"Brazil",286
"3537",2010,5,23,"India",27
"3538",2010,5,23,"Indonesia",144
"3539",2010,5,23,"Mexico",117
"3540",2010,5,23,"Philippines",113
"3541",2010,5,23,"Singapore",107
"3542",2010,5,23,"Thailand",156
"3543",2010,5,23,"Venezuela",948
"3544",2010,5,30,"Argentina",7
"3545",2010,5,30,"Bolivia",28
"3546",2010,5,30,"Brazil",229
"3547",2010,5,30,"India",38
"3548",2010,5,30,"Indonesia",135
"3549",2010,5,30,"Mexico",123
"3550",2010,5,30,"Philippines",115
"3551",2010,5,30,"Singapore",101
"3552",2010,5,30,"Thailand",221
"3553",2010,5,30,"Venezuela",1
"3554",2010,6,6,"Argentina",48
"3555",2010,6,6,"Bolivia",25
"3556",2010,6,6,"Brazil",213
"3557",2010,6,6,"India",51
"3558",2010,6,6,"Indonesia",126
"3559",2010,6,6,"Mexico",128
"3560",2010,6,6,"Philippines",127
"3561",2010,6,6,"Singapore",102
"3562",2010,6,6,"Thailand",286
"3563",2010,6,6,"Venezuela",977
"3564",2010,6,13,"Argentina",46
"3565",2010,6,13,"Bolivia",23
"3566",2010,6,13,"Brazil",183
"3567",2010,6,13,"India",58
"3568",2010,6,13,"Indonesia",126
"3569",2010,6,13,"Mexico",116
"3570",2010,6,13,"Philippines",118
"3571",2010,6,13,"Singapore",97
"3572",2010,6,13,"Thailand",272
"3573",2010,6,13,"Venezuela",96
"3574",2010,6,20,"Argentina",41
"3575",2010,6,20,"Bolivia",18
"3576",2010,6,20,"Brazil",165
"3577",2010,6,20,"India",7
"3578",2010,6,20,"Indonesia",124
"3579",2010,6,20,"Mexico",118
"3580",2010,6,20,"Philippines",17
"3581",2010,6,20,"Singapore",105
"3582",2010,6,20,"Thailand",299
"3583",2010,6,20,"Venezuela",963
"3584",2010,6,27,"Argentina",48
"3585",2010,6,27,"Bolivia",19
"3586",2010,6,27,"Brazil",134
"3587",2010,6,27,"India",79
"3588",2010,6,27,"Indonesia",115
"3589",2010,6,27,"Mexico",119
"3590",2010,6,27,"Philippines",218
"3591",2010,6,27,"Singapore",104
"3592",2010,6,27,"Thailand",36
"3593",2010,6,27,"Venezuela",977
"3594",2010,7,4,"Argentina",34
"3595",2010,7,4,"Bolivia",21
"3596",2010,7,4,"Brazil",125
"3597",2010,7,4,"India",97
"3598",2010,7,4,"Indonesia",112
"3599",2010,7,4,"Mexico",147
"3600",2010,7,4,"Philippines",319
"3601",2010,7,4,"Singapore",113
"3602",2010,7,4,"Thailand",385
"3603",2010,7,4,"Venezuela",865
"3604",2010,7,11,"Argentina",29
"3605",2010,7,11,"Bolivia",15
"3606",2010,7,11,"Brazil",107
"3607",2010,7,11,"India",102
"3608",2010,7,11,"Indonesia",131
"3609",2010,7,11,"Mexico",197
"3610",2010,7,11,"Philippines",39
"3611",2010,7,11,"Singapore",112
"3612",2010,7,11,"Thailand",393
"3613",2010,7,11,"Venezuela",761
"3614",2010,7,18,"Argentina",22
"3615",2010,7,18,"Bolivia",12
"3616",2010,7,18,"Brazil",99
"3617",2010,7,18,"India",134
"3618",2010,7,18,"Indonesia",132
"3619",2010,7,18,"Mexico",279
"3620",2010,7,18,"Philippines",386
"3621",2010,7,18,"Singapore",112
"3622",2010,7,18,"Thailand",39
"3623",2010,7,18,"Venezuela",703
"3624",2010,7,25,"Argentina",34
"3625",2010,7,25,"Bolivia",12
"3626",2010,7,25,"Brazil",96
"3627",2010,7,25,"India",165
"3628",2010,7,25,"Indonesia",124
"3629",2010,7,25,"Mexico",328
"3630",2010,7,25,"Philippines",486
"3631",2010,7,25,"Singapore",115
"3632",2010,7,25,"Thailand",311
"3633",2010,7,25,"Venezuela",658
"3634",2010,8,1,"Argentina",36
"3635",2010,8,1,"Bolivia",15
"3636",2010,8,1,"Brazil",93
"3637",2010,8,1,"India",189
"3638",2010,8,1,"Indonesia",127
"3639",2010,8,1,"Mexico",333
"3640",2010,8,1,"Philippines",494
"3641",2010,8,1,"Singapore",126
"3642",2010,8,1,"Thailand",381
"3643",2010,8,1,"Venezuela",615
"3644",2010,8,8,"Argentina",36
"3645",2010,8,8,"Bolivia",16
"3646",2010,8,8,"Brazil",108
"3647",2010,8,8,"India",214
"3648",2010,8,8,"Indonesia",123
"3649",2010,8,8,"Mexico",287
"3650",2010,8,8,"Philippines",58
"3651",2010,8,8,"Singapore",127
"3652",2010,8,8,"Thailand",345
"3653",2010,8,8,"Venezuela",611
"3654",2010,8,15,"Argentina",39
"3655",2010,8,15,"Bolivia",16
"3656",2010,8,15,"Brazil",103
"3657",2010,8,15,"India",364
"3658",2010,8,15,"Indonesia",12
"3659",2010,8,15,"Mexico",25
"3660",2010,8,15,"Philippines",753
"3661",2010,8,15,"Singapore",12
"3662",2010,8,15,"Thailand",486
"3663",2010,8,15,"Venezuela",607
"3664",2010,8,22,"Argentina",48
"3665",2010,8,22,"Bolivia",11
"3666",2010,8,22,"Brazil",109
"3667",2010,8,22,"India",513
"3668",2010,8,22,"Indonesia",137
"3669",2010,8,22,"Mexico",227
"3670",2010,8,22,"Philippines",882
"3671",2010,8,22,"Singapore",117
"3672",2010,8,22,"Thailand",562
"3673",2010,8,22,"Venezuela",552
"3674",2010,8,29,"Argentina",34
"3675",2010,8,29,"Bolivia",11
"3676",2010,8,29,"Brazil",102
"3677",2010,8,29,"India",566
"3678",2010,8,29,"Indonesia",118
"3679",2010,8,29,"Mexico",222
"3680",2010,8,29,"Philippines",1
"3681",2010,8,29,"Singapore",119
"3682",2010,8,29,"Thailand",547
"3683",2010,8,29,"Venezuela",529
"3684",2010,9,5,"Argentina",39
"3685",2010,9,5,"Bolivia",16
"3686",2010,9,5,"Brazil",87
"3687",2010,9,5,"India",634
"3688",2010,9,5,"Indonesia",93
"3689",2010,9,5,"Mexico",216
"3690",2010,9,5,"Philippines",912
"3691",2010,9,5,"Singapore",115
"3692",2010,9,5,"Thailand",433
"3693",2010,9,5,"Venezuela",504
"3694",2010,9,12,"Argentina",39
"3695",2010,9,12,"Bolivia",16
"3696",2010,9,12,"Brazil",102
"3697",2010,9,12,"India",705
"3698",2010,9,12,"Indonesia",11
"3699",2010,9,12,"Mexico",196
"3700",2010,9,12,"Philippines",845
"3701",2010,9,12,"Singapore",119
"3702",2010,9,12,"Thailand",428
"3703",2010,9,12,"Venezuela",464
"3704",2010,9,19,"Argentina",46
"3705",2010,9,19,"Bolivia",11
"3706",2010,9,19,"Brazil",96
"3707",2010,9,19,"India",693
"3708",2010,9,19,"Indonesia",133
"3709",2010,9,19,"Mexico",209
"3710",2010,9,19,"Philippines",674
"3711",2010,9,19,"Singapore",113
"3712",2010,9,19,"Thailand",345
"3713",2010,9,19,"Venezuela",412
"3714",2010,9,26,"Argentina",6
"3715",2010,9,26,"Bolivia",11
"3716",2010,9,26,"Brazil",73
"3717",2010,9,26,"India",626
"3718",2010,9,26,"Indonesia",144
"3719",2010,9,26,"Mexico",216
"3720",2010,9,26,"Philippines",548
"3721",2010,9,26,"Singapore",117
"3722",2010,9,26,"Thailand",24
"3723",2010,9,26,"Venezuela",414
"3724",2010,10,3,"Argentina",75
"3725",2010,10,3,"Bolivia",21
"3726",2010,10,3,"Brazil",65
"3727",2010,10,3,"India",626
"3728",2010,10,3,"Indonesia",143
"3729",2010,10,3,"Mexico",228
"3730",2010,10,3,"Philippines",381
"3731",2010,10,3,"Singapore",123
"3732",2010,10,3,"Thailand",174
"3733",2010,10,3,"Venezuela",405
"3734",2010,10,10,"Argentina",84
"3735",2010,10,10,"Bolivia",2
"3736",2010,10,10,"Brazil",54
"3737",2010,10,10,"India",572
"3738",2010,10,10,"Indonesia",137
"3739",2010,10,10,"Mexico",218
"3740",2010,10,10,"Philippines",288
"3741",2010,10,10,"Singapore",109
"3742",2010,10,10,"Thailand",147
"3743",2010,10,10,"Venezuela",437
"3744",2010,10,17,"Argentina",82
"3745",2010,10,17,"Bolivia",17
"3746",2010,10,17,"Brazil",8
"3747",2010,10,17,"India",572
"3748",2010,10,17,"Indonesia",143
"3749",2010,10,17,"Mexico",209
"3750",2010,10,17,"Philippines",238
"3751",2010,10,17,"Singapore",115
"3752",2010,10,17,"Thailand",119
"3753",2010,10,17,"Venezuela",471
"3754",2010,10,24,"Argentina",72
"3755",2010,10,24,"Bolivia",15
"3756",2010,10,24,"Brazil",85
"3757",2010,10,24,"India",442
"3758",2010,10,24,"Indonesia",142
"3759",2010,10,24,"Mexico",221
"3760",2010,10,24,"Philippines",214
"3761",2010,10,24,"Singapore",107
"3762",2010,10,24,"Thailand",126
"3763",2010,10,24,"Venezuela",568
"3764",2010,10,31,"Argentina",12
"3765",2010,10,31,"Bolivia",2
"3766",2010,10,31,"Brazil",96
"3767",2010,10,31,"India",31
"3768",2010,10,31,"Indonesia",135
"3769",2010,10,31,"Mexico",214
"3770",2010,10,31,"Philippines",178
"3771",2010,10,31,"Singapore",113
"3772",2010,10,31,"Thailand",11
"3773",2010,10,31,"Venezuela",632
"3774",2010,11,7,"Argentina",94
"3775",2010,11,7,"Bolivia",2
"3776",2010,11,7,"Brazil",102
"3777",2010,11,7,"India",258
"3778",2010,11,7,"Indonesia",134
"3779",2010,11,7,"Mexico",203
"3780",2010,11,7,"Philippines",174
"3781",2010,11,7,"Singapore",102
"3782",2010,11,7,"Thailand",129
"3783",2010,11,7,"Venezuela",628
"3784",2010,11,14,"Argentina",99
"3785",2010,11,14,"Bolivia",18
"3786",2010,11,14,"Brazil",114
"3787",2010,11,14,"India",187
"3788",2010,11,14,"Indonesia",118
"3789",2010,11,14,"Mexico",184
"3790",2010,11,14,"Philippines",168
"3791",2010,11,14,"Singapore",96
"3792",2010,11,14,"Thailand",13
"3793",2010,11,14,"Venezuela",574
"3794",2010,11,21,"Argentina",8
"3795",2010,11,21,"Bolivia",17
"3796",2010,11,21,"Brazil",121
"3797",2010,11,21,"India",144
"3798",2010,11,21,"Indonesia",124
"3799",2010,11,21,"Mexico",186
"3800",2010,11,21,"Philippines",191
"3801",2010,11,21,"Singapore",98
"3802",2010,11,21,"Thailand",133
"3803",2010,11,21,"Venezuela",553
"3804",2010,11,28,"Argentina",63
"3805",2010,11,28,"Bolivia",14
"3806",2010,11,28,"Brazil",102
"3807",2010,11,28,"India",113
"3808",2010,11,28,"Indonesia",142
"3809",2010,11,28,"Mexico",149
"3810",2010,11,28,"Philippines",167
"3811",2010,11,28,"Singapore",94
"3812",2010,11,28,"Thailand",121
"3813",2010,11,28,"Venezuela",481
"3814",2010,12,5,"Argentina",48
"3815",2010,12,5,"Bolivia",12
"3816",2010,12,5,"Brazil",93
"3817",2010,12,5,"India",93
"3818",2010,12,5,"Indonesia",124
"3819",2010,12,5,"Mexico",138
"3820",2010,12,5,"Philippines",177
"3821",2010,12,5,"Singapore",98
"3822",2010,12,5,"Thailand",124
"3823",2010,12,5,"Venezuela",432
"3824",2010,12,12,"Argentina",39
"3825",2010,12,12,"Bolivia",12
